Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
01-Nov-2025 12:00 PM,12-Nov-2025 11:00 AM,01-Nov-2025 12:00 PM,11-Nov-2025 05:30 PM,01-Nov-2025 12:00 PM ,11-Nov-2025 05:30 PM ,01-Nov-2025 12:00 PM,11-Nov-2025 05:30 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH42526,2025_CERWI_120532_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to PWD road to Bhagabatiprasad road such as CC road renewal coat and retaining wall for the year 2025-26,S/R to PWD road to Bhagabatiprasad road such as CC road renewal coat and retaining wall for the year 2025-26,NA ,NA ,"23,70,774",Civil Works - Roads,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,"23,708",Yes,percentage,1.0%,Nil,Nil,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",AOC,20-Dec-2025,"INR 2,015,395",60.0,Sasmita Munduri,20-Dec-2025 06:38 PM,6483.pdf (557.00 KB),43P1 OF 2025-26,1,3212659,AKASH PANDA,11-Nov-2025 01:21 PM,Rejected-AOC,L1,20-Dec-2025 06:38 PM,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,20-Dec-2025 06:29 PM,techsummary_560796.pdf (2828.80 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_120532_1,TENDERONLINEDNAYAGARH42526,S/R to PWD road to Bhagabatiprasad road such as CC road renewal coat and retaining wall for the year 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,20-Dec-2025 06:33 PM,finsummary_560796.pdf (2828.80 KB),Finance,Technical Evaluation Committee,Sasmita Munduri,20-Dec-2025 06:25 PM,finance_560796.pdf,BOQ Comparative Chart,1.0,3197156.0,SAILABALA DAS,INR,"2,015,395",AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3211549,AMIT KUMAR PRUSTY,11-Nov-2025 11:28 AM,Rejected-AOC,L1,20-Dec-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3202690,ASHUTOSH BALIARSINGH,09-Nov-2025 06:02 PM,Rejected-AOC,L1,20-Dec-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3210271,BAPU LINGARAJ PRASAD,10-Nov-2025 10:37 PM,Rejected-AOC,L1,20-Dec-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3206434,BIPIN KUMAR NAYAK,10-Nov-2025 10:06 PM,Rejected-AOC,L1,20-Dec-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3196282,D ANIL KUMAR DORA,08-Nov-2025 10:35 AM,Rejected-AOC,L1,20-Dec-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3210366,DEBIPRASAD PRADHAN,10-Nov-2025 10:56 PM,Rejected-AOC,L1,20-Dec-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3209210,HRUSIKESH LENKA,10-Nov-2025 06:16 PM,Rejected-AOC,L1,20-Dec-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3196563,KAILASH KUMAR BHANJA,10-Nov-2025 09:08 PM,Rejected-AOC,L1,20-Dec-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3210154,KUMARI SAHOO,11-Nov-2025 05:04 PM,Rejected-AOC,L1,20-Dec-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
