S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3077872,BISWAJIT DHALI,12-Sep-2025 05:45 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3080048,BISWAJIT ROUT,14-Sep-2025 08:25 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3083716,BISWARANJAN BISWAL,16-Sep-2025 02:36 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3082911,B Sasmita,16-Sep-2025 08:38 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3079695,CHITTA RANJAN SARKAR,16-Sep-2025 03:16 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3079483,DEBRAJ MONDAL,15-Sep-2025 11:39 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3058012,Deepa Ray,11-Sep-2025 12:26 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3083128,GIRADA SHYAM SUNDAR RAO,16-Sep-2025 11:33 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3078253,GITANJALI PADHAN,13-Sep-2025 09:38 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3080737,G NEELAKANTA RAO,16-Sep-2025 10:04 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3070499,GOBINDA PAUL,16-Sep-2025 01:56 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3066293,GOLLECHA DEBENDRA KUMAR JAIN,09-Sep-2025 05:06 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3078512,HEMANTA MASID (s.c),13-Sep-2025 01:58 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3078821,Himanshu Sekhar Nayak,16-Sep-2025 02:53 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3078486,Himansu Mandal,13-Sep-2025 01:47 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3058140,JANBI CONSTRUCTION,31-Aug-2025 08:51 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3083950,Jayadev Barman,16-Sep-2025 04:30 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3080694,JAYANTA BISWAS,15-Sep-2025 08:24 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3079248,JAYANTA MANDAL,15-Sep-2025 10:38 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3064028,Jayanti Bhadra (S.C.),16-Sep-2025 02:04 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3053265,Jhantu Mondal,10-Sep-2025 08:44 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,3080108,Jitendra Mohanty,16-Sep-2025 02:12 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,3082839,KISHORE CHAKRABARTY,16-Sep-2025 12:42 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,3083869,KISHORE KUMAR SIKDAR,16-Sep-2025 03:43 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,3082333,KRISHNAPADA MANDAL,15-Sep-2025 08:00 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,3061021,Lalit Somani,15-Sep-2025 06:32 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,3080041,Mahadev Dey,15-Sep-2025 10:26 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,3078225,MAHANTA RAY,13-Sep-2025 08:54 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,41,3082687,MANORANJAN SAHU,15-Sep-2025 10:35 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,42,3082791,MEENA BISWAS,16-Sep-2025 10:28 AM,Accepted-AOC,Lowest Valid Responsive Successful Bidder,24-Dec-2025 07:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,43,3062770,Mithun Kumar Sahu,03-Sep-2025 05:25 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,44,3080446,Mohanlal Padhan,15-Sep-2025 11:00 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,45,3079952,MRITUNJAY DEY,15-Sep-2025 11:56 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,46,3083442,MRUTYUNJAYA ROUT,16-Sep-2025 01:44 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,47,3078077,"M/S SRI SAI CONSTRUCTION,PROP.SRI M NAGESWAR REDDY",16-Sep-2025 08:41 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,48,3082652,NARASINGH NAYAK,16-Sep-2025 08:16 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,49,3080442,Naresh Mandal,15-Sep-2025 08:33 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,50,3065239,NIMAI CHANDRA PAUL,09-Sep-2025 11:13 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,51,3082002,Nirakar Rout,15-Sep-2025 05:06 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,52,3082250,Pankaj Mandal,15-Sep-2025 07:51 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,53,3078481,Pinninti Sai,15-Sep-2025 05:13 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,54,3079881,Pradeepta Kumar Panda,15-Sep-2025 01:50 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,55,3082750,PRAGNYA PRAKASH,16-Sep-2025 09:17 AM,Rejected-Technical,REJECTED,12-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,56,3079644,PRAKASH KIRTANIA,15-Sep-2025 08:51 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,57,3078140,Prasanjit Mondal,12-Sep-2025 10:37 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,58,3080598,PRASANJIT MONDAL,15-Sep-2025 11:30 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
