Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"superintending Engineer,R.W.Division-II,Balasore",Internal,,Sujata Behera,08-Dec-2025 12:24 PM,techsummary_553065.pdf (203.44 KB),08-Dec-2025,"INR 357,042",30.0,Sujata Behera,08-Dec-2025 01:08 PM,118245AOC.pdf (420.00 KB),Awarded through lottery winner,1,3100830,ABINASH SAHU,26-Sep-2025 05:12 PM,Accepted-AOC,Awarded through lottery winner,08-Dec-2025 01:08 PM,Finance,all documents download,Sujata Behera,07-Dec-2025 01:15 PM,finance_553065.pdf,BOQ Comparative Chart,1.0,3100830.0,ABINASH SAHU,INR,"357,042",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,2025_CERWI_118245_1,ETCN5-14,42/6352-S/R to Government Homeopathic Dispensary Building GHD at Kasabajayapur for 2025-26,"superintending Engineer,R.W.Division-II,Balasore",Internal,,Sujata Behera,08-Dec-2025 12:48 PM,finsummary_553065.pdf (419.11 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P Cost, EMD Online, RC, PAN, GSTIN, Affidavit, NRC, Bid Declaration and Other doc. as per DTCN",19-Sep-2025 06:00 PM,06-Oct-2025 11:00 AM,19-Sep-2025 06:00 PM,04-Oct-2025 05:00 PM,19-Sep-2025 06:00 PM ,04-Oct-2025 03:00 PM ,19-Sep-2025 06:00 PM,04-Oct-2025 05:00 PM,"4,200",Yes,percentage,1.0%,Nil,Nil,42/6352-S/R to Government Homeopathic Dispensary Building GHD at Kasabajayapur for 2025-26,42/6352-S/R to Government Homeopathic Dispensary Building GHD at Kasabajayapur for 2025-26,NA ,NA ,"4,20,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, BALASORE",No ,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, BALASORE",1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,ETCN5-14,2025_CERWI_118245_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3100770,BANCHHANIDHI PARIDA,26-Sep-2025 05:56 PM,Rejected-AOC,Rejected,08-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3102812,BASANTA KUMAR PATRA,29-Sep-2025 03:57 PM,Rejected-AOC,Rejected,08-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3102785,BENIMADHAB BIHARI,29-Sep-2025 03:20 PM,Rejected-AOC,Rejected,08-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3108987,DEBASMITA NAYAK,04-Oct-2025 12:26 PM,Rejected-AOC,Rejected,08-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3101022,HARISH CHANDRA ACHARYA,26-Sep-2025 03:36 PM,Rejected-AOC,Rejected,08-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3100793,JAYANTA KUMAR PARIDA,26-Sep-2025 05:20 PM,Rejected-AOC,Rejected,08-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3108989,MAHASWETA MALIK,04-Oct-2025 12:26 PM,Rejected-AOC,Rejected,08-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3101938,"M/S Jagannath Construction, Prop-Prasanta Nayak",03-Oct-2025 08:42 PM,Rejected-AOC,Rejected,08-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3106851,PADMANAV MOHANTY,04-Oct-2025 11:47 AM,Rejected-AOC,Rejected,08-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
