S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,11-Oct-2025 05:55 PM,22-Oct-2025 11:00 AM,11-Oct-2025 05:55 PM,20-Oct-2025 05:00 PM,NA ,NA ,11-Oct-2025 05:55 PM,20-Oct-2025 05:00 PM,Nirakarpur to Kasipur Road,Nirakarpur to Kasipur Road,Please refer tender documents ,NA ,"28,81,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Khordha,751013.0,NA ,NA ,NA ,O/o the SE RWD BBSR,No ,No,SE RWD BBSR,O/o the SE RWD BBSR,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,TCN No.13 of 25-26,2025_CERWI_119265_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"28,810",Yes,percentage,1.0%,Nil,Nil,AOC,SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,29-Dec-2025 07:43 PM,finsummary_555489.pdf (1306.86 KB),SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,29-Dec-2025 07:40 PM,techsummary_555489.pdf (1306.86 KB),29-Dec-2025,"INR 2,449,053.04",60.0,Nirmal Chandra Jena,29-Dec-2025 07:46 PM,nirakarpur.pdf (1307.00 KB),AoC,1,3131210,DEBASIS ROUTARAY,18-Oct-2025 10:18 AM,Rejected-Technical,Technically Disqualified,29-Dec-2025 07:40 PM,1.0,3138452.0,LAXMIDHAR PRADHAN,INR,"2,449,053.06",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_119265_34,TCN No.13 of 25-26,Nirakarpur to Kasipur Road,Finance,13 nos of bidder are participated.,Shrabani Routray,23-Oct-2025 11:01 AM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3134442,HITU PRADHAN,18-Oct-2025 01:51 PM,Rejected-Technical,Technically Disqualified,29-Dec-2025 07:40 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3138512,LALITENDU RAUTRAY,20-Oct-2025 04:20 PM,Rejected-Technical,Technically Disqualified,29-Dec-2025 07:40 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3138452,LAXMIDHAR PRADHAN,20-Oct-2025 03:50 PM,Accepted-AOC,L1 Bidder,29-Dec-2025 07:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3138413,MANAS RANJAN RAUT,20-Oct-2025 04:16 PM,Rejected-Technical,Technically Disqualified,29-Dec-2025 07:40 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3133793,M/S N.M. CONSTRUCTIONS,20-Oct-2025 11:25 AM,Rejected-Technical,Technically Disqualified,29-Dec-2025 07:40 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3134254,PADMA CHARAN UDANDARAY,18-Oct-2025 01:42 PM,Rejected-Technical,Technically Disqualified,29-Dec-2025 07:40 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3137849,PAPU BEHERA,20-Oct-2025 01:11 PM,Rejected-Technical,Technically Disqualified,29-Dec-2025 07:40 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3136494,PRAMESH KUMAR SWAIN,19-Oct-2025 07:15 PM,Rejected-Technical,Technically Disqualified,29-Dec-2025 07:40 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3137004,PRANAYA PRATIK PATTANAIK,19-Oct-2025 11:18 PM,Rejected-Technical,Technically Disqualified,29-Dec-2025 07:40 PM,,,,,,,,,,,,,,,,AOC
