Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Sri Teja Raj Naik,Internal,"Sri Manoj Kumar Choudhury,Sri Prasanta Kumar Hanuma,Smt. Susmita Munda",Susmita Munda,18-Dec-2025 08:09 PM,techsummary_569080.pdf (227.91 KB),01-Jan-2026,"INR 1,135,388",90.0,Susmita Munda,19-Dec-2025 06:33 PM,Proceedings4.pdf (1871.00 KB),1,3300888,BINAPANI PATEL,14-Dec-2025 12:04 PM,Accepted-AOC,Selected in open transparent lottery,19-Dec-2025 06:34 PM,Finance,out of 5 bids 3 bids are accepted,Susmita Munda,18-Dec-2025 08:03 PM,finance_569080.pdf,BOQ Comparative Chart,1.0,3300888.0,BINAPANI PATEL,INR,"1,135,388",Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Sambalpur||DFO Kuchinda KL,2025_DFKCK_122493_1,F and E /KCD/01/04(online)/2025-26,Construction of Forest Guard Quarter,Sri Teja Raj Naik,Internal,"Sri Manoj Kumar Choudhury,Sri Prasanta Kumar Hanuma,Smt. Susmita Munda",Susmita Munda,18-Dec-2025 08:12 PM,finsummary_569080.pdf (227.91 KB),AOC,Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Sambalpur||DFO Kuchinda KL,F and E /KCD/01/04(online)/2025-26,2025_DFKCK_122493_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Construction of Forest Guard Quarter,Construction of Forest Guard Quarters at Pankadihi K.L Section of Jarda K.L Range.,Please refer Tender documents. ,NA ,"13,35,593",Civil Works - Buildings,Forest Guard Quarter ,Tender,13.0,90.0,Pankadihi K.L Section,770037.0,NA ,NA ,NA ,O/o the DFO Kuchinda K.L Division,No ,No,"13,356",Yes,percentage,1.0%,Nil,Nil,"6,000",Nil,Nil,No,03-Dec-2025 06:55 PM,16-Dec-2025 11:30 AM,03-Dec-2025 06:55 PM,15-Dec-2025 05:30 PM,NA ,NA ,03-Dec-2025 06:55 PM,15-Dec-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"All Annexure with Check List, Tender Fee, EMD, GSTIN, PAN, Affidavit, Others Key Documents",DFO Kuchinda K.L Division,"DIVISIONAL FOREST OFFICER, KUCHINDA K.L. DIVISION, Near LIC Office Chowk, Kuchinda",AOC
,,,,,,,,,,,,2,3302260,BISHAL AGRAWAL,15-Dec-2025 12:23 AM,Rejected-AOC,Not selected in open transparent lottery,19-Dec-2025 06:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
,,,,,,,,,,,,3,3302202,PRAKASH RUDRA SINGH,15-Dec-2025 03:50 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-out of 5 bids three bids are L1 and you are L3 bid,18-Dec-2025 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3303960,SOMARENDRA PATTA (S.T),15-Dec-2025 03:13 PM,Rejected-AOC,Not selected in open transparent lottery,19-Dec-2025 06:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3303236,SURENDRA BAGH,15-Dec-2025 01:29 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-out of 5 bids three bids are L1 and you are L2 bid,18-Dec-2025 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
