Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid RC, PAN, GST, Caste, Affidavits and Other Documents as per DTCN","Executive Engineer, RW Division-II, Umerkote","O/o THE EXECUTIVE ENGINEER, RURAL WORKS DIVISION-II, NABARANGPUR, UMERKOTE",S/R to Kaudola to Simuda from 0/00 to 3/800 Km. under Raighar Block for the year 2025-26,S/R to Kaudola to Simuda from 0/00 to 3/800 Km. under Raighar Block for the year 2025-26,Please refer Tender documents. ,NA ,"11,35,648",Civil Works - Roads,NA ,Tender,90.0,60.0,Umerkote,764073.0,NA ,NA ,NA ,"EE, RW Division-II, Nabarangpur, Umerkote",No ,No,22-Oct-2025 01:00 PM,29-Oct-2025 11:00 AM,22-Oct-2025 01:00 PM,28-Oct-2025 05:00 PM,22-Oct-2025 01:00 PM ,27-Oct-2025 01:00 PM ,22-Oct-2025 01:00 PM,28-Oct-2025 05:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender/09/ RWD-UKT /2025-26,2025_CERWI_119501_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"11,356",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,31-Dec-2025 01:07 PM,finsummary_557298.pdf (146.29 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_119501_6,Online Tender/09/ RWD-UKT /2025-26,S/R to Kaudola to Simuda from 0/00 to 3/800 Km. under Raighar Block for the year 2025-26,1.0,3153881.0,RUNANANDA NAYAK,INR,"965,414",Finance,All bidders are admitted for Technical Evaluation.,Rupabanya Naik,10-Nov-2025 01:10 PM,finance_557298.pdf,BOQ Comparative Chart,31-Dec-2025,"INR 965,414",60.0,Gobinda Chandra Tudu,31-Dec-2025 01:24 PM,Agmt77.pdf (695.00 KB),Agmt value,1,3152129,ANJALI BISWAS,27-Oct-2025 11:59 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,"Executive Engineer, RW Division, Umerkote",Internal,"Estimator, DAO-I, Executive Engineer",Rupabanya Naik,22-Nov-2025 01:24 PM,techsummary_557298.pdf (85.46 KB),AOC
,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3160697,BIMAL CHANDRA MALLICK,27-Oct-2025 08:15 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3150054,CHINMAYA KUMAR NAYAK,25-Oct-2025 03:08 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3149940,DIPAK HALDAR,24-Oct-2025 10:48 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3161425,GOURI PRASAD PATRO,28-Oct-2025 10:11 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3153029,JAGANNATH DHALI,26-Oct-2025 06:22 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3154082,KUSHA SAHU,26-Oct-2025 03:19 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3148823,LIPA BISWAL,24-Oct-2025 09:51 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3160858,MAHAMMAD SARUK,27-Oct-2025 08:52 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3152492,PAPU BACHHAR,25-Oct-2025 09:14 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3155706,Paritosh Gharami,28-Oct-2025 02:00 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3150578,PRADEEP KUMAR SAMANTRAY,28-Oct-2025 04:35 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3153045,PRASANTA KUMAR PARIDA,26-Oct-2025 07:25 AM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3153628,PRATAP KUMAR MALLICK,27-Oct-2025 06:10 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3163942,RAJESH KUMAR BISOYI,28-Oct-2025 03:53 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3148641,Rameswar Gond,25-Oct-2025 05:57 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3151526,RATI GOND,25-Oct-2025 05:44 PM,Rejected-AOC,Disqualified in transparent lottery,31-Dec-2025 01:24 PM,,,,,,,AOC
