Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"14,696",Yes,percentage,1.0%,Nil,Nil,"Executive Officer, Balasore Municipality",Balasore Municipality,1.0,ICICI BANK,Municipal Bodies||Balasore Municipality,BM_03_2025_26,2025_ORULB_119106_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Oct-2025 01:00 PM,22-Oct-2025 11:00 AM,09-Oct-2025 01:00 PM,21-Oct-2025 05:00 PM,NA ,NA ,09-Oct-2025 01:00 PM,21-Oct-2025 05:00 PM,Construction of end to end Paver Block Road at Right Side of Bidyut Marg in Ward No_19,Construction of end to end Paver Block Road at Right Side of Bidyut Marg in Ward No_19,Please refer Tender documents. ,NA ,"14,69,610",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,"6,000",0.0,Nil,Nil,Yes,AOC,1,3139019,AJIT KUMAR MALIK,21-Oct-2025 10:07 AM,Rejected-Technical,L4,09-Dec-2025 05:59 PM,09-Dec-2025,"INR 1,469,610",60.0,Pradeep Kumar Nayak,09-Dec-2025 06:06 PM,WO0303.pdf (938.00 KB),EO ME CP AE AEE,Internal,,Pradeep Kumar Nayak,09-Dec-2025 05:59 PM,techsummary_555075.pdf (1355.97 KB),EO ME CP AE AEE,Internal,,Pradeep Kumar Nayak,09-Dec-2025 06:04 PM,finsummary_555075.pdf (1355.97 KB),Municipal Bodies||Balasore Municipality,2025_ORULB_119106_3,BM_03_2025_26,Construction of end to end Paver Block Road at Right Side of Bidyut Marg in Ward No_19,1.0,3134245.0,SUJIT KUMAR MAJHI,INR,"1,249,315.39",Finance,Tender opened successfully,Pradeep Kumar Nayak,22-Oct-2025 11:59 AM,,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3137470,Ajit Mishra,20-Oct-2025 12:00 PM,Rejected-Finance,L1,09-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3137943,BHABANI SHANKAR MOHAPATRA,20-Oct-2025 02:32 PM,Rejected-Finance,L1,09-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3135887,bishnupriya mallik,21-Oct-2025 03:43 PM,Rejected-Technical,L3,09-Dec-2025 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3137895,Debendra Tarai,20-Oct-2025 01:31 PM,Rejected-Finance,L1,09-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3138802,Hari Mallik,20-Oct-2025 07:58 PM,Rejected-Finance,L1,09-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3134374,JAYANTA SAMAL,18-Oct-2025 01:53 PM,Rejected-Technical,L5,09-Dec-2025 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3138688,LIPSA PRAVA SHAW,20-Oct-2025 06:30 PM,Rejected-Finance,L1,09-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3139351,MADAN BEHERA,21-Oct-2025 01:16 PM,Rejected-Technical,L2,09-Dec-2025 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3140037,NANDA KISHORE RATH,21-Oct-2025 03:31 PM,Rejected-Finance,L1,09-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3139426,NILAMADHAB SETHI,21-Oct-2025 01:03 PM,Rejected-Finance,L1,09-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
