Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Tender Committee opened the Tender,Nihar Ranjan Behera,13-Nov-2025 05:39 PM,,BOQ Comparative Chart,Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,12-Nov-2025 04:08 PM,12-Nov-2025 04:10 PM,techsummary_555936.pdf (577.78 KB),31-Dec-2025,"INR 948,078.13",90.0,Nihar Ranjan Behera,31-Dec-2025 04:24 PM,3639.pdf (434.00 KB),1,3165247,AMRIT PRIYADARSHAN PANDA,29-Oct-2025 10:47 AM,Rejected-AOC,Through Transparent Lottery Process,31-Dec-2025 04:25 PM,1.0,3164132.0,DILLIP KUMAR PADHI,INR,"948,078.13",Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,30-Dec-2025 04:32 PM,finsummary_555936.pdf (2404.71 KB),Municipal Bodies||Odagaon NAC,2025_ORULB_119471_1,NAC-ODG-04/2025-26,Construction of RCC drain with cover plate from Dibyaranjan Barad house to Shyama Barad house at Dalak in ward-13 of NAC Odagaon,Technical,Tender Committee opened the Tender,Nihar Ranjan Behera,31-Oct-2025 10:55 AM,,AOC,Construction of RCC drain with cover plate from Dibyaranjan Barad house to Shyama Barad house at Dalak in ward-13 of NAC Odagaon,Construction of RCC drain with cover plate from Dibyaranjan Barad house to Shyama Barad house at Dalak in ward-13 of NAC Odagaon,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,90.0,NAC ODAGAON,752081.0,NA ,NA ,NA ,NAC ODAGAON,No ,No,EXECUTIVE OFFICER,"NAC Office, Odagaon, Nayagarh, Pin-752081",16-Oct-2025 11:00 AM,30-Oct-2025 11:00 AM,16-Oct-2025 11:00 AM,29-Oct-2025 05:00 PM,16-Oct-2025 11:00 AM ,29-Oct-2025 05:00 PM ,16-Oct-2025 11:00 AM,29-Oct-2025 05:00 PM,12-Nov-2025 04:10 PM,1.0,Fee/PreQual/Technical,.pdf,"Aadhar, PAN, License etc.","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"11,200",Yes,fixed,,Nil,Nil,Municipal Bodies||Odagaon NAC,NAC-ODG-04/2025-26,2025_ORULB_119471_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,3162632,BIPIN KUMAR NAYAK,28-Oct-2025 08:05 PM,Rejected-AOC,Through Transparent Lottery Process,31-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3164132,DILLIP KUMAR PADHI,28-Oct-2025 05:54 PM,Accepted-AOC,Through Transparent Lottery Process,31-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3165281,JOCHANARANI PATI,29-Oct-2025 12:29 PM,Rejected-AOC,Through Transparent Lottery Process,31-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3164656,KUMARI SAHOO,28-Oct-2025 09:04 PM,Rejected-AOC,Through Transparent Lottery Process,31-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3149969,MANORANJAN JENA,28-Oct-2025 08:47 PM,Rejected-AOC,Through Transparent Lottery Process,31-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3160820,PABITRA CHANDRA BEHERA,28-Oct-2025 08:43 PM,Rejected-AOC,Through Transparent Lottery Process,31-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3156064,PANU SETHI,28-Oct-2025 01:52 PM,Rejected-AOC,Through Transparent Lottery Process,31-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3162477,PRAMOD KUMAR DORA,28-Oct-2025 07:17 PM,Rejected-AOC,Through Transparent Lottery Process,31-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3165283,PRITAM PATRA,29-Oct-2025 01:39 PM,Rejected-AOC,Through Transparent Lottery Process,31-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
