Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Divisional Officer,"RURAL WORKS DIVISION NO.II, BALASORE","30,449",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,13-Sep-2025 12:30 PM,24-Sep-2025 11:00 AM,13-Sep-2025 12:30 PM,23-Sep-2025 05:00 PM,13-Sep-2025 12:30 PM ,23-Sep-2025 03:00 PM ,13-Sep-2025 12:30 PM,23-Sep-2025 05:00 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,ETCN04-2,2025_CERWI_117986_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,42/6362-Construction of R.W. Section Office Building at Khaira-II for the year 2024-25,42/6362-Construction of R.W. Section Office Building at Khaira-II for the year 2024-25,NA ,NA ,"30,44,912",Civil Works - Buildings,NA ,Tender,90.0,270.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, BALASORE",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P Cost, EMD Online, RC, PAN, GSTIN, Affidavit, NRC, Bid Declaration and Other doc. as per DTCN",AOC,"superintending Engineer,R.W.Division-II,Balasore",Internal,,Sujata Behera,31-Dec-2025 05:30 PM,finsummary_552337.pdf (199.41 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,2025_CERWI_117986_1,ETCN04-2,42/6362-Construction of R.W. Section Office Building at Khaira-II for the year 2024-25,1.0,3090337.0,CHANDAN KUMAR BEHERA,INR,"2,588,479",Finance,19 NOS OF BIDDERS ARE PARTICIPATED AND DOCUMENTS DOWNLOAD,Amir Kumar Sethy,24-Sep-2025 12:17 PM,finance_552337.pdf,BOQ Comparative Chart,1,3095472,AJIT KUMAR SWAIN,22-Sep-2025 05:08 PM,Rejected-AOC,Rejected,31-Dec-2025 05:36 PM,31-Dec-2025,"INR 2,588,479",270.0,Sujata Behera,31-Dec-2025 05:36 PM,117986AOC.pdf (417.00 KB),"superintending Engineer,R.W.Division-II,Balasore",Internal,,Sujata Behera,11-Dec-2025 05:49 PM,techsummary_552337.pdf (98.27 KB),AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC,,,,,,,,,,,,,,,,,,,,,,2,3090337,CHANDAN KUMAR BEHERA,21-Sep-2025 05:26 PM,Accepted-AOC,Awarded through lottery winner,31-Dec-2025 05:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3096608,DAMBORUDHAR BARIK,23-Sep-2025 01:22 PM,Rejected-AOC,Rejected,31-Dec-2025 05:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3097121,GOBINDA CHANDRA SWAIN,23-Sep-2025 03:52 PM,Rejected-AOC,Rejected,31-Dec-2025 05:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3094123,HITESWARI PRIYADARSINI BEHERA,22-Sep-2025 03:44 PM,Rejected-AOC,Rejected,31-Dec-2025 05:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3095331,Ipsita Nanda,22-Sep-2025 04:36 PM,Rejected-AOC,Rejected,31-Dec-2025 05:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3088243,JHARA BAISAKHI NAYAK,19-Sep-2025 02:55 PM,Rejected-AOC,Rejected,31-Dec-2025 05:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3096451,JYOTSNARANI KANUNGO,23-Sep-2025 12:15 PM,Rejected-AOC,Rejected,31-Dec-2025 05:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3092877,MILAN KUMAR DAS,21-Sep-2025 08:14 PM,Rejected-AOC,Rejected,31-Dec-2025 05:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3096362,MS RAGHUNATH ENTERPRISES,23-Sep-2025 11:31 AM,Rejected-AOC,Rejected,31-Dec-2025 05:36 PM,,,,,,,,,,,,,AOC
