Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
"SE,UKID,Borigumma",Internal,"Divisional Accountant, Estimator",Narendra Kumar Sitha,17-Oct-2025 02:17 PM,techsummary_553051.pdf (192.36 KB),10-Nov-2025,"INR 677,643",60.0,Narendra Kumar Sitha,27-Dec-2025 11:17 AM,WO13.pdf (219.00 KB),Work Order,1,3106586,AKASH BISSOI,03-Oct-2025 11:29 AM,Rejected-Finance,Disqualified in transparent lottery system.,06-Nov-2025 10:13 PM,Finance,Bid opening summary,Narendra Kumar Sitha,15-Oct-2025 09:59 PM,finance_553051.pdf,BOQ Comparative Chart,1.0,3103987.0,RAJKUMAR SATNAMI,INR,"576,064",CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Kolab Project Bariniput||Upper Kolab Irrigation Division Borigumma,2025_UPIDB_118233_1,SEUKID-02/2025-26 (SL13),Construction of toe wall in left bank from RD 2.570Km to RD 2.670 km of Sasahandi minor.,"SE,UKID,Borigumma",Internal,"Divisional Accountant, Estimator",Narendra Kumar Sitha,06-Nov-2025 10:13 PM,finsummary_553051.pdf (309.81 KB),AOC,"SE UKIDIVN, Borigumma,Dist-Koraput","Office of the Superintending Engineer, U.K.I.Division,Borigumma, Dist- Koraput, PIN 764056",Construction of toe wall in left bank from RD 2.570Km to RD 2.670 km of Sasahandi minor.,CANAL STRUCTURAL WORK,AS PER DTCN ,NA ,"6,77,643",Civil Works - Canal,NA ,Tender,90.0,60.0,BORIGUMMA,764056.0,NA ,NA ,NA ,"Office of the SE UKIDIVN, Borigumma,Dist-Koraput",No ,No,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Kolab Project Bariniput||Upper Kolab Irrigation Division Borigumma,SEUKID-02/2025-26 (SL13),2025_UPIDB_118233_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,20-Sep-2025 11:00 AM,04-Oct-2025 11:00 AM,20-Sep-2025 11:00 AM,03-Oct-2025 05:00 PM,NA ,NA ,20-Sep-2025 11:00 AM,03-Oct-2025 05:00 PM,1.0,ICICI BANK,"4,000",Nil,Nil,No,"6,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GST Registration Certificate, GSTIN, PAN and Contractor RC, No Relation Certificate, etc.",AOC
,,,,,,,,,,,,,2,3100061,ANANDA MAHAPATRA,26-Sep-2025 06:25 PM,Rejected-Finance,Disqualified in transparent lottery system.,06-Nov-2025 10:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.pdf,"Tender cost, EMD, undertaking, Check list, and any other documents as per DTCN.",AOC
,,,,,,,,,,,,,3,3106170,ANUPAMA PANDA,02-Oct-2025 08:48 PM,Rejected-Finance,Disqualified in transparent lottery system.,06-Nov-2025 10:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,4,3103409,BASANTA KUMAR TRIPATHY,30-Sep-2025 01:29 PM,Rejected-Finance,Disqualified in transparent lottery system.,06-Nov-2025 10:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3104882,DEBA RANJAN PATRA,01-Oct-2025 07:21 PM,Rejected-Finance,Disqualified in transparent lottery system.,06-Nov-2025 10:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3105138,DURYADHAN MALI,01-Oct-2025 10:39 PM,Rejected-Finance,Disqualified in transparent lottery system.,06-Nov-2025 10:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3103811,KESHARI MIRGAN,30-Sep-2025 07:20 PM,Rejected-Finance,Disqualified in transparent lottery system.,06-Nov-2025 10:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3103861,M/S SANJAYA KUMAR NAIK,30-Sep-2025 07:01 PM,Rejected-Finance,Disqualified in transparent lottery system.,06-Nov-2025 10:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3107708,PRASANNA KUMAR PANDA,03-Oct-2025 04:35 PM,Rejected-Finance,Disqualified in transparent lottery system.,06-Nov-2025 10:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3103987,RAJKUMAR SATNAMI,01-Oct-2025 01:59 PM,Accepted-AOC,Qualified in transparent lottery system.,27-Dec-2025 11:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
