S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,11-Jul-2025 10:00 AM,18-Jul-2025 11:30 AM,11-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,11-Jul-2025 10:00 AM ,17-Jul-2025 01:00 PM ,11-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,Affidavit and other Relevant documents as per DTCN clauses",Shifting of 11KV and LTOH line network for widening and strengthening of Mendhimal to Barakuda PWD road under ESO Boudh under 6 percent Deposit Norm,Electrical works,Please refer tender document ,NA ,"38,42,245",Electrical Works,Utility shifting ,Tender,90.0,30.0,Boudh,762014.0,NA ,NA ,NA ,O/o the SE Boudh R and B Division Boudh,No ,No,SE Boudh R and B Division Boudh,O/o the SE Boudh R and B Division Boudh,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,SEBDH04/2025-26,2025_EICCL_114776_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"38,500",Yes,fixed,,Nil,Nil,AOC,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,2025_EICCL_114776_6,SEBDH04/2025-26,Shifting of 11KV and LTOH line network for widening and strengthening of Mendhimal to Barakuda PWD road under ESO Boudh under 6 percent Deposit Norm,Sandeep Kumar Chhualsingh,Internal,EST DAO SE,Sandeep Kumar Chhualsingh,12-Aug-2025 01:58 PM,finsummary_545597.pdf (403.43 KB),Finance,6 Nos. bidder participated,Sandeep Kumar Chhualsingh,12-Aug-2025 01:05 PM,finance_545597.pdf,BOQ Comparative Chart,1.0,2999494.0,SUPER MAGMA CONTRACTORS PRIVATE LIMITED,INR,"3,266,293",1,2999461,Ananta Charan Routray,14-Jul-2025 06:58 PM,Rejected-Finance,Disqualified,12-Aug-2025 01:58 PM,31-Dec-2025,"INR 3,266,293",30.0,Lingaraj Sethi,31-Dec-2025 12:20 PM,4187.pdf (1025.00 KB),L1 bidder selected through transparent lottery,Sandeep Kumar Chhualsingh,Internal,EST DAO SE,Sandeep Kumar Chhualsingh,12-Aug-2025 01:41 PM,techsummary_545597.pdf (289.77 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2999605,ARMAN ENGINEERING PROJECTS PRIVATE LIMITED,15-Jul-2025 07:43 AM,Rejected-Technical,Disqualified,12-Aug-2025 01:41 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3002483,MAA SAMLESWARI ENGINEERING,17-Jul-2025 04:38 PM,Rejected-Technical,Disqualified,12-Aug-2025 01:41 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2998642,"M/s Ramchandi Construction, Nayagargh",14-Jul-2025 11:16 AM,Rejected-Finance,Disqualified,12-Aug-2025 01:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3001652,MS Shree Shyam and Co,16-Jul-2025 10:38 PM,Rejected-Finance,Disqualified,12-Aug-2025 01:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2999494,SUPER MAGMA CONTRACTORS PRIVATE LIMITED,14-Jul-2025 07:45 PM,Accepted-AOC,L1 bidder selected through transparent lottery,31-Dec-2025 12:20 PM,,,,,,,,,,,,,,AOC
