Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Construction of Loharsahi Check Dam near village Loharsahi of Salaguda GP in Phiringia Block of Kandhamal district,Construction of Loharsahi Check Dam near village Loharsahi of Salaguda GP in Phiringia Block of Kandhamal district,Please refer Tender documents. ,NA ,"78,09,000",Civil Works - Others,Repair of MIP ,Tender,90.0,180.0,Phulbani,762001.0,NA ,NA ,NA ,O/o the S.E. MI Divn. Kandhamal,No ,No,"78,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Only Valid CDMS, GST, PAN, Reg certificate, No relation, Affidavits and no other documents.",04-Nov-2025 10:00 AM,13-Nov-2025 11:00 AM,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,NA ,NA ,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,22-Nov-2025 06:55 PM,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",BID IDENTIFICATION NO-09/2025-26,2025_CEMIB_120739_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,S.E. MI Divn. Kandhamal,"O/o the S.E. MI Divn. Kandhamal, Phulbani","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,26-Dec-2025 09:02 PM,finsummary_561623.pdf (1050.43 KB),"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_120739_6,BID IDENTIFICATION NO-09/2025-26,Construction of Loharsahi Check Dam near village Loharsahi of Salaguda GP in Phiringia Block of Kandhamal district,Technical,Bid opening summary,SURJYA NARAYANA PANIGRAHI,22-Nov-2025 05:30 PM,technical_561623.pdf,1.0,3205305.0,ANIRUDDHA SAHOO,INR,"6,638,154",26-Dec-2025,"INR 6,638,154",180.0,SURJYA NARAYANA PANIGRAHI,26-Dec-2025 09:10 PM,6Loharsahi.pdf (484.00 KB),AOC,1,3218155,AMITABH RAUT,12-Nov-2025 04:35 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,Finance,Bid opening summary,SURJYA NARAYANA PANIGRAHI,26-Dec-2025 01:29 PM,finance_561623.pdf,BOQ Comparative Chart,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,22-Nov-2025 05:39 PM,22-Nov-2025 06:55 PM,techsummary_561623.pdf (1050.43 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3214783,ANIL KUMAR PRADHAN,12-Nov-2025 08:33 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3205305,ANIRUDDHA SAHOO,10-Nov-2025 10:34 AM,Accepted-AOC,Awarded through Lottery,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3216787,ASHISH SINGH,12-Nov-2025 12:45 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3217554,ASHOK KUMAR SINGH,12-Nov-2025 02:54 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3214890,ASUTOSH BHATTA,11-Nov-2025 07:37 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3215887,BIKASH CHANDRA DIHUDI,12-Nov-2025 08:17 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3217785,BIKASH KUMAR SAHU,12-Nov-2025 03:34 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3211578,BIPLAB KESHARI SWAIN,11-Nov-2025 11:17 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3212330,Biren Kumar Pradhan,11-Nov-2025 12:49 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
