Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3194191,BISWAJEET PATTANAYAK,07-Nov-2025 06:12 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3213739,BISWAJIT PRADHAN,11-Nov-2025 03:52 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3210840,BISWAJIT SAHU,11-Nov-2025 07:06 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3214983,DASHARATHI KANHAR,12-Nov-2025 12:44 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3185934,DEBASISH MOHANTY,11-Nov-2025 11:24 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3217378,DEEPAK KUMAR PATRA,12-Nov-2025 02:22 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3214147,GOBARDHAN BASTIA,11-Nov-2025 10:26 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3199233,IPSITA PATTNAIK,09-Nov-2025 08:06 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3208580,JAGABANDHU DANDIA,10-Nov-2025 04:30 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3215209,JYOTI PRAKASH PADHIARI,11-Nov-2025 09:47 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3216902,JYOTI RANJAN PATRA,12-Nov-2025 02:24 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3199555,KAILASH CHANDRA PANDA,09-Nov-2025 10:33 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3215789,KAMAKHYAPRASAD NAIK,12-Nov-2025 06:15 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3204772,Kanhu Charan Dakua,10-Nov-2025 07:21 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3216754,Kartikeswar Sahu,12-Nov-2025 02:26 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3210583,MANAS RANJAN BEHERA,10-Nov-2025 11:53 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3194841,MANOJ KUMAR MISHRA,07-Nov-2025 05:59 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3215544,PRABIN KUMAR JENA,12-Nov-2025 09:04 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3216059,PRADEEP KUMAR BEHERA,12-Nov-2025 11:51 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3211467,PRADIP KUMAR PANIGRAHI,11-Nov-2025 06:17 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3215513,RAJAT PATTNAIK,12-Nov-2025 12:56 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3215490,RAMA KRUSHNA PATTNAYAK,11-Nov-2025 10:44 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3216757,RAMKRUSHNA PRADHAN,12-Nov-2025 12:43 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3217998,Ranjan Kumar Tripathy,12-Nov-2025 04:04 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3216698,RANJITA PARIDA,12-Nov-2025 12:45 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3215757,SANGITA PRADHAN,12-Nov-2025 05:15 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3212821,Sanjeeb karna,11-Nov-2025 08:23 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3215993,SAROJ KUMAR MISHRA,12-Nov-2025 09:21 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3215903,SATYANANDA MOHANTY,12-Nov-2025 08:23 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3216269,SIBACHIDANANDA BEHERA,12-Nov-2025 11:17 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3217237,SILU DASH,12-Nov-2025 01:51 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3200594,SOUMYA RANJAN SAHU,09-Nov-2025 12:00 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3203645,Sri Ajit Kumar Behera,09-Nov-2025 08:49 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3218052,SRI KRUSHNA PRASAD BHOKTA,12-Nov-2025 04:13 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3184022,SRI SANTOSH KUMAR BEHERA,08-Nov-2025 06:36 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3213181,SRITAM MOHANTY,11-Nov-2025 05:02 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3186351,SUMANTA KUMAR MALLICK,12-Nov-2025 02:03 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3215420,sumit sagar samantaray,11-Nov-2025 10:20 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3213998,Surya Narayan Dalabehera,11-Nov-2025 04:26 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3217184,SUSANTA KUMAR PADHIARY,12-Nov-2025 01:50 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3217808,Sushanta Ranjan Patra,12-Nov-2025 03:52 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3203427,TRILOCHAN PADHAN,09-Nov-2025 07:59 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:10 PM,,,,,,,,,,,,,,AOC
