EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"18,000",Yes,fixed,,Nil,Nil,Construction of Pavor Block road with CC drain from Habil house to Laxman Garai house in W.No.19,Construction of Pavor Block road with CC drain from Habil house to Laxman Garai house in W.No.19,Please refer Tender documents. ,NA ,"18,00,000",Civil Works - Roads,NA ,Tender,90.0,120.0,Belpahar Municipality,768218.0,NA ,NA ,NA ,Belpahar Municipality Office,No ,No,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Belpahar Municipal Council,EO/BPHM/04/25-26,2025_ORULB_121067_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Nov-2025 10:00 AM,25-Nov-2025 11:00 AM,13-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,NA ,NA ,13-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,"Executive Officer,Belpahar Municipality",At/Po-Belpahar Dist-Jharsuguda Odisha-768218,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of required documents as per DTCN,AOC,Nimar Charan Panda,Internal,,Nilakantha Kisan,23-Dec-2025 05:33 PM,finsummary_563417.pdf (257.44 KB),Nimar Charan Panda,Internal,,Nilakantha Kisan,23-Dec-2025 05:32 PM,techsummary_563417.pdf (257.44 KB),23-Dec-2025,"INR 1,294,945",120.0,Nilakantha Kisan,23-Dec-2025 05:36 PM,15.pdf (1935.00 KB),Municipal Bodies||Belpahar Municipal Council,2025_ORULB_121067_15,EO/BPHM/04/25-26,Construction of Pavor Block road with CC drain from Habil house to Laxman Garai house in W.No.19,1.0,3249616.0,Chandan Kumar Bhol,INR,"1,530,535",1.0,3249616.0,Chandan Kumar Bhol,24-Nov-2025 10:36 AM,Accepted-AOC,Tender finalised through transparent lottery system drawn among L1 bidders and winner of lottery,23-Dec-2025 05:36 PM,Finance,ok,Nilakantha Kisan,29-Nov-2025 04:11 PM,finance_563417.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Scanned copies of online deposit receipt of EMD and cost of bid documents,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3247710.0,J. Rajendra Dora,23-Nov-2025 03:52 PM,Rejected-AOC,Not win the lottery,23-Dec-2025 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
