Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Additional Chief Engineer PH,Internal,"Additional Chief Engineer PH , DAO , Estimator ,",Prasanta Kumar Das,24-Dec-2025 01:20 PM,techsummary_555305.pdf (724.37 KB),PHEO||SEPH-CIRCLE-BERHAMPUR||EEPH-DIVN-CHHATRAPUR,2025_PHEO_119255_1,37-2/03/SPH(C)/ 2025 -26 dt. 8.10.2025,Procurement installation testing and commissioning of Multijet water meter at consumer end of Kodala NAC under AAP- 2025-26 SUJAL,1.0,3136487.0,SURENDRA KUMAR SAHOO,INR,"1,505,758.752",1,3132705,ARABINDA BEHERA,17-Oct-2025 03:28 PM,Rejected-AOC,Accepted,24-Dec-2025 01:50 PM,24-Dec-2025,"INR 1,505,759",90.0,Prasanta Kumar Das,24-Dec-2025 01:50 PM,Final.pdf (735.00 KB),"Surendra Kumar Sahoo, is L1 Bidder",Finance,7( Seven) nos of Technically bid opened on line,Prasanta Kumar Das,23-Oct-2025 02:53 PM,finance_555305.pdf,BOQ Comparative Chart,Additional Chief Engineer PH,Internal,"Additional Chief Engineer PH, DAO, Estimator",Prasanta Kumar Das,24-Dec-2025 01:29 PM,finsummary_555305.pdf (724.37 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender Paper, EMD, PAN, GSTIN, Affidavits as per DTCN",Procurement installation testing and commissioning of Multijet water meter at consumer end of Kodala NAC under AAP- 2025-26 SUJAL,Procurement installation testing and commissioning of Multijet water meter at consumer end of Kodala NAC under AAP- 2025-26 SUJAL,Please refer Tender documents. ,NA ,"17,71,000",Civil Works - Water Works,NA ,Tender,120.0,90.0,Kodola,761032.0,NA ,NA ,NA ,Chatrapur,No ,No,"6,000",0.0,Nil,Nil,Yes,Superintending Engineer P.H,"Superintending Engineer, P.H.Division, Bhanjanagar at Chatrapur, Near L.I.C.Colony, Chatrapur, Orissa -761020",1.0,ICICI BANK,"17,710",Yes,fixed,,Nil,Nil,PHEO||SEPH-CIRCLE-BERHAMPUR||EEPH-DIVN-CHHATRAPUR,37-2/03/SPH(C)/ 2025 -26 dt. 8.10.2025,2025_PHEO_119255_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,10-Oct-2025 02:00 PM,23-Oct-2025 01:00 PM,10-Oct-2025 02:00 PM,22-Oct-2025 05:30 PM,10-Oct-2025 02:00 PM ,20-Oct-2025 02:30 PM ,10-Oct-2025 02:00 PM,22-Oct-2025 05:30 PM,AOC
,,,,,,,,,,,,,,,2,3143370,DEEPAK RANJAN SAHU,22-Oct-2025 04:41 PM,Rejected-AOC,Accepted,24-Dec-2025 01:50 PM,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3138630,LAXMI KANTA SETHI,20-Oct-2025 05:26 PM,Rejected-AOC,Accepted,24-Dec-2025 01:50 PM,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3130761,LAXMI NARAYANA BEHERA,16-Oct-2025 12:01 PM,Rejected-AOC,Accepted,24-Dec-2025 01:50 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3141345,SIMRAN SAHOO,21-Oct-2025 10:22 PM,Rejected-AOC,Accepted,24-Dec-2025 01:50 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3136487,SURENDRA KUMAR SAHOO,19-Oct-2025 07:31 PM,Accepted-AOC,Accepted,24-Dec-2025 01:50 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3143096,SUSHANT KUMAR SWAIN,22-Oct-2025 03:35 PM,Rejected-AOC,Accepted,24-Dec-2025 01:50 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
