Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Valid registration certificate GST PAN SCHEDULE A E F AND OTHER DOCUMENTS AS PER DTCN,"Repair to S.B Over Lunisara Nallah on Anuary-Khajuripada road (Missing Link of PMGSY road, RD road to Baraput) _Road_Railing plastering, colouring, Stone pitching_2/050 to 2/115","Repair to S.B Over Lunisara Nallah on Anuary-Khajuripada road (Missing Link of PMGSY road, RD road to Baraput) _Road_Railing plastering, colouring, Stone pitching_2/050 to 2/115",NA ,NA ,"5,88,131",Miscellaneous Works,NA ,Tender,90.0,60.0,Cuttack,753004.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, CUTTACK",No ,No,"5,880",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,11 of 25-26,2025_CERWI_119755_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, CUTTACK",20-Oct-2025 11:00 AM,04-Nov-2025 11:30 AM,20-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,20-Oct-2025 11:00 AM ,03-Nov-2025 02:00 PM ,20-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,AOC,10-Dec-2025,"INR 499,971",60.0,Monalisa Mahunta,10-Dec-2025 03:57 PM,aoclunisara.pdf (456.00 KB),AGREEMENT DRAWN.,1,3168724,Akshaya Kumar Matagajasingh,01-Nov-2025 07:31 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",10-Dec-2025 03:57 PM,SE,Internal,EE AND DAO,Monalisa Mahunta,10-Dec-2025 03:46 PM,techsummary_557031.pdf (575.66 KB),SE,Internal,EE AND DAO,Monalisa Mahunta,10-Dec-2025 03:51 PM,finsummary_557031.pdf (575.66 KB),CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,2025_CERWI_119755_1,11 of 25-26,"Repair to S.B Over Lunisara Nallah on Anuary-Khajuripada road (Missing Link of PMGSY road, RD road to Baraput) _Road_Railing plastering, colouring, Stone pitching_2/050 to 2/115",1.0,3165669.0,ANIL KUMAR SAHOO,INR,"499,971",Finance,summary,Rasmita Biswal,10-Nov-2025 11:33 AM,finance_557031.pdf,BOQ Comparative Chart,AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3165669,ANIL KUMAR SAHOO,29-Oct-2025 12:30 PM,Accepted-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",10-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3169890,BASANTA BARAL,01-Nov-2025 06:23 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",10-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3175041,BIJENDRA MAHARANA,02-Nov-2025 06:37 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",10-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3157589,devi prasad sahoo,27-Oct-2025 10:43 AM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",10-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3174056,DHIREN KUMAR ROUT,02-Nov-2025 01:13 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",10-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3171803,GURUDEV SAHOO,01-Nov-2025 12:17 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",10-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3166005,ISWAR KUMAR DALEI,29-Oct-2025 02:04 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",10-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3173949,LAXMAN ROUT,02-Nov-2025 12:18 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",10-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3176509,M/s BENUDHAR RANA,03-Nov-2025 11:36 AM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",10-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
