Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,11-Dec-2025 06:52 PM,techsummary_533896.pdf (1930.22 KB),1.0,2869916.0,M/S K.P. ELECTRICAL AND ENGINEERS,INR,"3,313,438",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2025_RWSS_111808_7,BID NO 22 OF 2024 - 25,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Lathor, Karlamal.Golamunda, Dundel, under Khaprakhol Block in Balangir District",1,2869675,ASHOK CHANDRA PATRA,26-Mar-2025 06:39 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 06:57 PM,11-Dec-2025,"INR 3,897,704",45.0,Khagendra Barik,11-Dec-2025 07:00 PM,LATHOR.pdf (1930.00 KB),L1 BIDDER HAS RESPOND,Finance,Bid has been opened,Khagendra Barik,04-Apr-2025 01:02 PM,finance_533896.pdf,BOQ Comparative Chart,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,11-Dec-2025 06:57 PM,finsummary_533896.pdf (1930.22 KB),AOC,EXECUTIVE ENGINEER,O/o Superintending Engineer RWSS Division Balangir,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 22 OF 2024 - 25,2025_RWSS_111808_7,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,21-Mar-2025 11:00 AM,29-Mar-2025 11:00 AM,21-Mar-2025 11:00 AM,28-Mar-2025 05:00 PM,NA ,NA ,21-Mar-2025 11:00 AM,28-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, GST,PAN, Contractor Registration Certificate, Etc","38,977",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Lathor, Karlamal.Golamunda, Dundel, under Khaprakhol Block in Balangir District","Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Lathor, Karlamal.Golamunda, Dundel, under Khaprakhol Block in Balangir District",Please refer DTCN ,NA ,"38,97,704",Electrical Works,Electrical Works ,Tender,90.0,45.0,Lathor under Khaprakhol Block,767028.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,2870738,BIRENDRA KUMAR PATRA,27-Mar-2025 06:46 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other document as per DTCN,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2871732,ELECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE,28-Mar-2025 02:05 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2869916,M/S K.P. ELECTRICAL AND ENGINEERS,26-Mar-2025 08:44 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,11-Dec-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2871108,"M/s Ramchandi Construction, Nayagargh",27-Mar-2025 05:46 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2869160,M/S SAMBEET SUPPLIERS,26-Mar-2025 05:13 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,11-Dec-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2870946,PABITRA ELECTRICAL WORKSHOP,28-Mar-2025 03:14 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,2871119,PNP CONSTRUCTION,27-Mar-2025 05:59 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,2871723,SIMANCHAL KUMAR PANDA,28-Mar-2025 12:35 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 06:57 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
