Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Improvement to Hajabandha Dunguri in Polosara Block under MIPSP 2025-26,Improvement to Hajabandha Dunguri in Polosara Block under MIPSP 2025-26,Please refer Tender documents. ,NA ,"13,84,000",Civil Works - Others,NA ,Tender,90.0,90.0,Superintending Engineer M.I.Divn Ganjam II BAM,760010.0,NA ,NA ,NA ,Superintending Engineer M.I.Divn Ganjam II BAM,No ,No,"13,900",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of valid licence GSTN PAN affidavit and other document as per DTCN,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",GMID-II/07/2025-26,2025_CEMIB_120173_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer M.I.Divn Ganjam II BAM,Superintending Engineer M.I.Divn Ganjam II BAM,27-Oct-2025 06:30 PM,07-Nov-2025 11:30 AM,27-Oct-2025 06:30 PM,06-Nov-2025 05:00 PM,NA ,NA ,27-Oct-2025 06:30 PM,06-Nov-2025 05:00 PM,1.0,ICICI BANK,AOC,SE MI DIVN GANJAM II BAM,Internal,,Simachala Satapathy,25-Nov-2025 12:41 PM,techsummary_559036.pdf (200.13 KB),SE MI DIVN GANJAM II BAM,Internal,,Simachala Satapathy,25-Nov-2025 12:44 PM,finsummary_559036.pdf (200.13 KB),Finance,-,Simachala Satapathy,25-Nov-2025 12:38 PM,finance_559036.pdf,BOQ Comparative Chart,1.0,3184527.0,Nilanchala Behera,INR,"1,388,066","CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",2025_CEMIB_120173_20,GMID-II/07/2025-26,Improvement to Hajabandha Dunguri in Polosara Block under MIPSP 2025-26,1,3189956,ANILA BARADA,06-Nov-2025 04:24 PM,Rejected-AOC,-,15-Dec-2025 01:44 PM,25-Nov-2025,"INR 1,388,066",90.0,Simachala Satapathy,15-Dec-2025 01:44 PM,hajabandhadunguri.pdf (589.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3179661,BAHAN DAS,04-Nov-2025 10:45 AM,Rejected-AOC,-,15-Dec-2025 01:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3183896,Dibakar Behera,05-Nov-2025 01:20 PM,Rejected-AOC,-,15-Dec-2025 01:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3169537,GANESH CHANDRA SAHU,31-Oct-2025 01:41 PM,Rejected-AOC,-,15-Dec-2025 01:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3188248,KALU CHARAN JENA,06-Nov-2025 12:27 PM,Rejected-AOC,-,15-Dec-2025 01:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3171388,Kongres Das,01-Nov-2025 10:05 AM,Rejected-AOC,-,15-Dec-2025 01:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3184527,Nilanchala Behera,05-Nov-2025 02:58 PM,Accepted-AOC,winner,15-Dec-2025 01:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3180498,Prabin Kumar Sethi,04-Nov-2025 01:00 PM,Rejected-AOC,-,15-Dec-2025 01:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3188814,RAJARAM NAYAK,06-Nov-2025 02:43 PM,Rejected-AOC,-,15-Dec-2025 01:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3177205,RAKESH KUMAR PALLAI,03-Nov-2025 01:13 PM,Rejected-AOC,-,15-Dec-2025 01:44 PM,,,,,,,AOC
