S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3139212.0,M/S GPS ELECTRICALS,INR,"3,867,165.155",Finance,6 nos. bidders are participate and all are admitted,Swagatika Panda,22-Oct-2025 08:43 PM,finance_554616.pdf,BOQ Comparative Chart,"B. Jena, SE",Internal,"A. Kumar, DAO, K. Meher, JE (Estimator)",Kshirasindhu Meher,20-Dec-2025 05:16 PM,finsummary_554616.pdf (392.62 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVISION-SONEPUR,2025_EICCL_118946_1,SE/R AND B/ SNPR / 10 / 2025-26,Shifting work of Electrical Infrastructure for Improvement to Sahajbahal Bhimtikira Siali Road from 0/00Km to 10/00Km under State Plan Scheme under ESO S.Rampur of SDO Binka,"B. Jena, SE",Internal,"A. Kumar, DAO, K. Meher, JE (Estimator)",Kshirasindhu Meher,20-Dec-2025 05:13 PM,techsummary_554616.pdf (392.62 KB),20-Dec-2025,"INR 3,867,165.155",90.0,Kshirasindhu Meher,20-Dec-2025 05:18 PM,wo.pdf (201.00 KB),Work Order,1,3139825,DEBANANDA BABU,21-Oct-2025 02:03 PM,Rejected-AOC,Rejected for lottery system,20-Dec-2025 05:18 PM,AOC,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"O/O SE (RandB) Division, Sonepur",Shifting work of Electrical Infrastructure for Improvement to Sahajbahal Bhimtikira Siali Road from 0/00Km to 10/00Km under State Plan Scheme under ESO S.Rampur of SDO Binka,Shifting work of Electrical Infrastructure for Improvement to Sahajbahal Bhimtikira Siali Road from 0/00Km to 10/00Km under State Plan Scheme under ESO S.Rampur of SDO Binka,Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,90.0,90.0,Sonepur,767017.0,"O/O SE (RandB) Division, Sonepur ","O/O SE (RandB) Division, Sonepur ",20-Oct-2025 11:00 AM ,Sonepur,No ,No,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVISION-SONEPUR,SE/R AND B/ SNPR / 10 / 2025-26,2025_EICCL_118946_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"45,500",Yes,fixed,,Nil,Nil,06-Oct-2025 10:00 AM,22-Oct-2025 11:00 AM,06-Oct-2025 10:00 AM,21-Oct-2025 05:00 PM,06-Oct-2025 10:00 AM ,11-Oct-2025 05:00 PM ,06-Oct-2025 10:00 AM,21-Oct-2025 05:00 PM,1.0,Corrigendum,Other,,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost (Online), EMD (online), GST Certificate, PAN Contractor RC",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3133159,JAYA PANDA,18-Oct-2025 12:04 PM,Rejected-AOC,Rejected for lottery system,20-Dec-2025 05:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, undertakings and any other document as per SBD / DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3139212,M/S GPS ELECTRICALS,21-Oct-2025 11:44 AM,Accepted-AOC,Awarded for lottery system,20-Dec-2025 05:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3140292,M/S SAMBEET SUPPLIERS,21-Oct-2025 04:45 PM,Rejected-AOC,Rejected for lottery system,20-Dec-2025 05:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3139758,M/S SAROJINEE POWER AND CONSTRUCTION,21-Oct-2025 01:43 PM,Rejected-AOC,Rejected for lottery system,20-Dec-2025 05:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3124104,RANJULATA SAHOO,19-Oct-2025 01:20 PM,Rejected-AOC,Rejected for lottery system,20-Dec-2025 05:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
