S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Provision for comprehensive annual maintenance of Fire Fighting and Alarm system at New Medicine building, VIMSAR Burla in the district of Sambalpur",comprehensive annual maintenance of Fire Fighting and Alarm system,Please refer Tender documents. ,NA ,"27,41,505",Fire & Safety,NA ,Tender,90.0,360.0,Burla,768017.0,NA ,NA ,NA ,O/O the SE Sambalpur (R and B) Divn-II,No ,No,"27,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, Valid License, PAN, GST, Affidavit and other documents as per DTCN",26-Aug-2025 11:00 AM,16-Sep-2025 11:30 AM,26-Aug-2025 11:00 AM,15-Sep-2025 05:00 PM,26-Aug-2025 11:00 AM ,13-Sep-2025 05:00 PM ,26-Aug-2025 11:00 AM,15-Sep-2025 05:00 PM,SE Sambalpur (R and B) Divn-II,O/O the SE Sambalpur (R and B) Divn-II,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE R and B Div-II Sambalpur,SE / R and B / SBP II / 01 (online) / 2025-26,2025_EICCL_117314_13,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Jagatjeet Behera SE,Internal,"K C Swain EE (Estt), A K Mishra DAO",Jagatjit Behera,22-Dec-2025 07:00 PM,finsummary_550418.pdf (209.06 KB),Jagatjeet Behera SE,Internal,"Milan Swain AEE (ELect), K C Swain EE (Estt), A K Mishra DAO",Jagatjit Behera,13-Nov-2025 02:44 PM,techsummary_550418.pdf (169.59 KB),1.0,3078420.0,M/S FIRESTOP SALES AND SERVICES,INR,"2,330,553",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE R and B Div-II Sambalpur,2025_EICCL_117314_13,SE / R and B / SBP II / 01 (online) / 2025-26,"Provision for comprehensive annual maintenance of Fire Fighting and Alarm system at New Medicine building, VIMSAR Burla in the district of Sambalpur",1,3078420,M/S FIRESTOP SALES AND SERVICES,15-Sep-2025 12:27 PM,Accepted-AOC,Qualified in lottery,22-Dec-2025 07:15 PM,22-Dec-2025,"INR 2,330,553",360.0,Jagatjit Behera,22-Dec-2025 07:15 PM,1296P126.pdf (400.00 KB),Agrt No.1296 P1 of 2025-26,1.0,Revocation,Revocation,13-Nov-2025 02:15 PM,31413.pdf ,152.41,Technical Opening,Finance,Opened and revaluated,Jagatjit Behera,13-Nov-2025 02:40 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3074335,SAIRAM TRADERS,10-Sep-2025 03:49 PM,Rejected-Technical,Due to nonsubmission of affidavit as per Schedule-G,13-Nov-2025 02:44 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3078633,SMART I TECHNOLOGIES,13-Sep-2025 04:18 PM,Rejected-AOC,Disqualify in lottery,22-Dec-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3077215,TOSHALI INDUSTRIES PRIVATE LIMITED,12-Sep-2025 11:44 AM,Rejected-AOC,Disqualify in lottery,22-Dec-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
