Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Durgadevi R.D. Road (Tandarda) - Purukhi road,Durgadevi R.D. Road (Tandarda) - Purukhi road,Please refer tender documents ,NA ,"7,16,913",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"7,169",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,04 SERW BLS 2025-26,2025_CERWI_119924_56,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,23-Oct-2025 04:00 PM,04-Nov-2025 11:00 AM,23-Oct-2025 04:00 PM,03-Nov-2025 05:00 PM,23-Oct-2025 04:00 PM ,03-Nov-2025 01:00 PM ,23-Oct-2025 04:00 PM,03-Nov-2025 05:00 PM,"SE RW Division, Balasore","O/o the SE RW Division, Balasore",1.0,Fee/PreQual/Technical/Finance,.pdf,"P.cost, EMD, RC, Pan, valid GSTIN, Affidavit, No relation certificate and other as per DTCN",AOC,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,22-Dec-2025 12:15 PM,finsummary_557602.pdf (591.83 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,22-Dec-2025 12:12 PM,techsummary_557602.pdf (591.83 KB),22-Dec-2025,"INR 609,448",60.0,Soubhagya Kumar Das,22-Dec-2025 12:18 PM,56SL.pdf (592.00 KB),1.0,3176347.0,MADAN BEHERA,INR,"609,448",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_119924_56,04 SERW BLS 2025-26,Durgadevi R.D. Road (Tandarda) - Purukhi road,1,3151839,ASIT KUMAR SAHU,30-Oct-2025 02:46 PM,Rejected-AOC,Not Qualified,22-Dec-2025 12:18 PM,Finance,Document downloaded,Priyadarshini Behera,07-Nov-2025 05:21 PM,finance_557602.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3151514,BHABANI SANKAR JENA,31-Oct-2025 01:13 PM,Rejected-AOC,Not Qualified,22-Dec-2025 12:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3162836,BHARAT MAJHI,30-Oct-2025 04:34 PM,Rejected-AOC,Not Qualified,22-Dec-2025 12:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3172612,GAJENDRA MAJHI,03-Nov-2025 03:57 PM,Rejected-AOC,Not Qualified,22-Dec-2025 12:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3157075,JYOTSNARANI CHOUDHURY,29-Oct-2025 08:05 AM,Rejected-AOC,Not Qualified,22-Dec-2025 12:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3173020,KUBERA PATI TIWARI,03-Nov-2025 10:52 AM,Rejected-AOC,Not Qualified,22-Dec-2025 12:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3176347,MADAN BEHERA,03-Nov-2025 12:01 PM,Accepted-AOC,Qualified,22-Dec-2025 12:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3151618,MADHUSMITA SAHU,30-Oct-2025 05:02 PM,Rejected-AOC,Not Qualified,22-Dec-2025 12:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3175368,PANKAJ KUMAR PATRA,02-Nov-2025 08:21 PM,Rejected-AOC,Not Qualified,22-Dec-2025 12:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3173974,Trupti Mandal,02-Nov-2025 04:47 PM,Rejected-AOC,Not Qualified,22-Dec-2025 12:18 PM,,,,,,,AOC
