Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
Jagatjeet Behera SE,Internal,"S.k Jena EE , A.k Mishra DAO",Jagatjit Behera,10-Dec-2025 07:42 PM,techsummary_550414.pdf (628.82 KB),10-Dec-2025,"INR 3,916,435",120.0,Jagatjit Behera,10-Dec-2025 08:04 PM,918p1.pdf (225.00 KB),Agrt no 918 p1 2025-26,1,3070687,ALOK KUMAR AGRAWAL,12-Sep-2025 12:53 PM,Rejected-AOC,Disqualified in lottery,10-Dec-2025 08:04 PM,Finance,29 nos bid opened and to be evaluated,Jagatjit Behera,19-Sep-2025 07:31 PM,,BOQ Comparative Chart,1.0,3075346.0,TUSHAR KANTI PRADHAN,INR,"3,916,435",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE R and B Div-II Sambalpur,2025_EICCL_117314_9,SE / R and B / SBP II / 01 (online) / 2025-26,S/R such as metal sheet roofing to Arundhati Hall of Residence for the year 2025-26,Jagatjeet Behera SE,Internal,"S.k Jena AEE , A.k Mishra DAO",Jagatjit Behera,10-Dec-2025 07:52 PM,finsummary_550414.pdf (628.82 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, Valid License, PAN, GST, Affidavit and other documents as per DTCN",26-Aug-2025 11:00 AM,16-Sep-2025 11:30 AM,26-Aug-2025 11:00 AM,15-Sep-2025 05:00 PM,26-Aug-2025 11:00 AM ,13-Sep-2025 05:00 PM ,26-Aug-2025 11:00 AM,15-Sep-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"46,100",Yes,fixed,,Nil,Nil,SE Sambalpur (R and B) Divn-II,O/O the SE Sambalpur (R and B) Divn-II,S/R such as metal sheet roofing to Arundhati Hall of Residence for the year 2025-26,Metal sheet roofing,Please refer Tender documents. ,NA ,"46,07,028",Civil Works - Buildings,NA ,Tender,90.0,120.0,Burla,768017.0,NA ,NA ,NA ,O/O the SE Sambalpur (R and B) Divn-II,No ,No,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE R and B Div-II Sambalpur,SE / R and B / SBP II / 01 (online) / 2025-26,2025_EICCL_117314_9,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,3081676,Baidyanath Dalai,15-Sep-2025 03:50 PM,Rejected-AOC,Disqualified in lottery,10-Dec-2025 08:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,3081517,BARUN KUMAR BARIK,15-Sep-2025 03:18 PM,Rejected-AOC,Disqualified in lottery,10-Dec-2025 08:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3079903,Bismaya Kumar Dash,14-Sep-2025 06:29 PM,Rejected-AOC,Disqualified in lottery,10-Dec-2025 08:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3081325,CREDULOUR PROJECTS AND INDUSTRIES,15-Sep-2025 04:29 PM,Rejected-AOC,Disqualified in lottery,10-Dec-2025 08:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3078239,DEBABRAT SWAIN,15-Sep-2025 03:22 PM,Rejected-AOC,Disqualified in lottery,10-Dec-2025 08:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3079287,DEEPAK RANJAN DASH,14-Sep-2025 02:25 PM,Rejected-AOC,Disqualified in lottery,10-Dec-2025 08:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3076418,DIBYALOCHAN BISWAL,11-Sep-2025 03:50 PM,Rejected-AOC,Disqualified in lottery,10-Dec-2025 08:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3081431,GHANSHYAM DAS MURARKA,15-Sep-2025 03:31 PM,Rejected-AOC,Disqualified in lottery,10-Dec-2025 08:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3071174,GITANJALI PRADHAN,09-Sep-2025 07:31 PM,Rejected-AOC,Disqualified in lottery,10-Dec-2025 08:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
