Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,04-Sep-2025 11:00 AM,15-Sep-2025 04:00 PM,04-Sep-2025 11:00 AM,15-Sep-2025 03:00 PM,04-Sep-2025 11:00 AM ,12-Sep-2025 05:00 PM ,04-Sep-2025 11:00 AM,15-Sep-2025 03:00 PM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,online05SERWDII2526,2025_CERWI_117635_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SE RW Division II Ganjam Berhampur,"RURAL WORKS DIVISION NO-II, BERHAMPUR",S R to R I Office building at Pudamari for the year 2025 26,S R to R I Office building at Pudamari for the year 2025 26,NA ,NA ,"4,19,954",Civil Works - Buildings,NA ,Tender,90.0,30.0,Ganjam,760012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO-II, BERHAMPUR",No ,No,"4,210",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit GSTIN PAN RC boq and other papers as per DTCN,AOC,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_117635_1,online05SERWDII2526,S R to R I Office building at Pudamari for the year 2025 26,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,01-Dec-2025 11:07 AM,finsummary_551335.pdf (4452.01 KB),Finance,Tender will be finalized after downloaded Bid documents scrutinized,Sudipta Senapati,04-Oct-2025 01:55 PM,finance_551335.pdf,BOQ Comparative Chart,1.0,3080679.0,Judhistira Dalai,INR,"357,003",01-Dec-2025,"INR 357,003",30.0,Sudipta Senapati,01-Dec-2025 11:14 AM,3RIpudamariWO.pdf (762.00 KB),Work Order,1,3081049,ARABINDA SAHU,15-Sep-2025 02:01 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,01-Dec-2025 11:00 AM,techsummary_551335.pdf (1887.33 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3078757,Aruna Kumar Rath,14-Sep-2025 10:35 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3074649,Babu Sethy,10-Sep-2025 07:15 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3077740,BAPI SAHU,12-Sep-2025 04:47 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3078608,BHARATI SAHU,13-Sep-2025 03:02 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3077367,BULU SAHU,12-Sep-2025 01:25 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3078372,DEEPAK KUMAR BEHERA,13-Sep-2025 03:15 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3076415,DURGA MADHAB SAHU,11-Sep-2025 03:20 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3080751,Etishree Nayak,15-Sep-2025 12:03 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3073805,GHANTA SURYA REDDY,10-Sep-2025 12:54 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
