Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3077759,GOUTAM SAHU,12-Sep-2025 04:55 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3079761,Hari Chandra Nayak,14-Sep-2025 05:34 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3079708,HARI KRUSHNA GOUDA,14-Sep-2025 05:02 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3074326,JAGANNATH MAHANKUDA,10-Sep-2025 03:42 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3080679,Judhistira Dalai,15-Sep-2025 11:55 AM,Accepted-AOC,Successful Bidder in Lottery,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3072632,Kameswar Jena,09-Sep-2025 07:02 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3067366,KRISHNA JENA,07-Sep-2025 02:23 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3081153,Kunja Bihari Sahu,15-Sep-2025 01:45 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3076024,Mahendra Sura,11-Sep-2025 01:03 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3078448,MANOJ KUMAR PANIGRAHY,13-Sep-2025 01:38 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3068919,Narasingha Sethi,08-Sep-2025 01:41 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3076705,NILANCHAL PRADHNA,11-Sep-2025 05:41 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3075604,Pabitra Mohan Bisoyi,11-Sep-2025 01:39 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3069437,PANADAB GOUDA,08-Sep-2025 06:31 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3078283,Pradeep Kumar Panda,14-Sep-2025 11:18 AM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3081116,PRATIMA ENTERPRISES,15-Sep-2025 02:33 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3078727,Ranjan Swain,13-Sep-2025 04:31 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3076489,Rojalini Bisoyi,11-Sep-2025 05:39 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3079616,SANJAYA KUMAR SAHU,15-Sep-2025 01:36 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3070814,SANTUNU KUMAR SETHI,14-Sep-2025 10:44 AM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3081291,SIBANI PRUSTI,15-Sep-2025 02:01 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3080857,SIBA RAM SAHU,15-Sep-2025 12:25 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3077200,Simanchal Raut,12-Sep-2025 11:41 AM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3065376,SONALI SAHU,06-Sep-2025 12:00 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3078296,Sukesh Chandra Ratha,13-Sep-2025 10:58 AM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3076945,SURENDRA BEHERA,11-Sep-2025 08:49 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3068852,SUSANTA KUMAR PANDA,08-Sep-2025 01:29 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3080999,SWOSTI CONSTRUCTION PROP DUSHMANTA CHANDRA SAHU,15-Sep-2025 01:15 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3081042,Umakanta Sahu,15-Sep-2025 01:04 PM,Rejected-AOC,Unsuccessful Bidder,01-Dec-2025 11:14 AM,,,,,,,AOC
