Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,14/OPHWC/2025-26,2025_OSPHW_118639_15,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"Constn. of 6 Nos. E Type Qtrs. at Puintala PS, Bolangir",Building Work,Please refer Tender documents. ,NA ,"1,78,59,076",Civil Works - Buildings,NA ,Tender,90.0,365.0,Bolangir,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,ICICI BANK,26-Sep-2025 06:55 PM,20-Oct-2025 10:30 AM,26-Sep-2025 06:55 PM,18-Oct-2025 05:00 PM,NA ,NA ,26-Sep-2025 06:55 PM,18-Oct-2025 05:00 PM,20-Nov-2025 10:30 AM,"1,78,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","11,800",0.0,Nil,Nil,No,AOC,Technical,6 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,22-Oct-2025 05:56 PM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,12-Dec-2025 12:11 PM,finsummary_554075.pdf (388.00 KB),Finance,Financial bid opened,LAXMIPRIYA NAYAK,20-Nov-2025 11:15 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,19-Nov-2025 06:59 PM,20-Nov-2025 10:30 AM,techsummary_554075.pdf (350.71 KB),12-Dec-2025,"INR 15,769,564",365.0,Bikram Keshari Malla,12-Dec-2025 12:13 PM,PUINTALA.pdf (81.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 11.12.2025,1,3131607,ABHIMANYU NAIK,17-Oct-2025 07:07 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,19-Nov-2025 06:59 PM,1.0,3121078.0,Sanjaya Kumar Agrawal,INR,"15,769,564",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_118639_15,14/OPHWC/2025-26,"Constn. of 6 Nos. E Type Qtrs. at Puintala PS, Bolangir",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3134223,ASHOK KUMAR SETHI,18-Oct-2025 01:34 PM,Rejected-Finance,DUE TO L3 BIDDER,12-Dec-2025 12:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3134833,BIKRAM SETHI,18-Oct-2025 04:37 PM,Rejected-Finance,DUE TO L3 BIDDER,12-Dec-2025 12:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3117258,KRUSHNA CHANDRA PARIDA,15-Oct-2025 08:36 PM,Rejected-Finance,DUE TO L2 BIDDER,12-Dec-2025 12:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3121078,Sanjaya Kumar Agrawal,15-Oct-2025 03:09 PM,Accepted-AOC,QUALIFIED BIDDER,12-Dec-2025 12:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3133458,TAPAS KUMAR JENA,17-Oct-2025 09:37 PM,Rejected-Finance,DUE TO L3 BIDDER,12-Dec-2025 12:11 PM,,,,,,,,,,AOC
