Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Sri Arun Kumar Jyotrimaya,Internal,"Sri Ashwani Mishra,D.A.O.,Sri Hemant Kumar Marandi,A.E.E. Estimator I/C,Sri Samir Kumar Behera,J.E.Estr.",HEMANTA MARANDI,08-Oct-2025 11:30 AM,08-Oct-2025 12:00 PM,techsummary_551896.pdf (475.70 KB),Finance,"Sri Arun Kumar Jyotrimaya,Superintending Engineer as Chairperson,Sri Ashwani Mishra,D.A.O.,Sri Hemant Kumar Marandi,A.E.E. Estimator I/C,Sri Samir Kumar Behera,J.E.Estr.",HEMANTA MARANDI,11-Oct-2025 04:36 PM,finance_551896.pdf,BOQ Comparative Chart,1,3077429,ABHILASH PANIGRAHI,24-Sep-2025 01:11 PM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,01-Nov-2025,"INR 6,330,274",180.0,ARUN KUMAR JYOTRIMAYA,04-Dec-2025 04:19 PM,33Jharbata02.pdf (845.00 KB),"The Work is awarded to Sri Bibhuti Padhan""B""(Diploma Engg.)Class Contractor vide Agtt.No.33P1/25-26.The D.O.C and Completion as dt.01/11/2025and31/01/2026 for contract amount Rs.6330274.00 With GST18%",1.0,3095786.0,BIBHUTI PADHAN,INR,"6,330,274",Technical,"Sri Arun Kumar Jyotrimaya,Superintending Engineer as Chairperson,Ashwani Mishra,DAO, Hemanta Kumar Marandi,AEE Estimator I/C,Samir Kumar Behera,JE Estimator",Samir Kumar Behera,06-Oct-2025 07:21 AM,technical_551896.pdf,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",2025_CEMIB_117782_5,SEMIDPDP-02/2025-26,Construction of Jharbata Check Dam over Gensali Nalla near village Gumunipali in Sohela Block of Bargarh District Under MATY-3 scheme for the FY 2025-26,Sri Arun Kumar Jyotrimaya,Internal,"Sri Ashwani Mishra,D.A.O.,Sri Hemant Kumar Marandi,A.E.E. Estimator I/C,Sri Samir Kumar Behera,J.E.Estr.",HEMANTA MARANDI,14-Oct-2025 07:48 AM,finsummary_551896.pdf (344.21 KB),AOC,Construction of Jharbata Check Dam over Gensali Nalla near village Gumunipali in Sohela Block of Bargarh District Under MATY-3 scheme for the FY 2025-26,Construction of Jharbata Check Dam over Gensali Nalla near village Gumunipali in Sohela Block of Bargarh District Under MATY-3 scheme for the FY 2025-26,As per DTCN ,NA ,"74,46,505",Civil Works - Others,NA ,Tender,90.0,180.0,Sohela,768033.0,NA ,NA ,NA ,"O/o the SE MI Division, Padampur",No ,No,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",SEMIDPDP-02/2025-26,2025_CEMIB_117782_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"SE MI Division, Padampur","O/o the SE MI Division, Padampur",10-Sep-2025 11:00 AM,25-Sep-2025 11:00 AM,10-Sep-2025 11:00 AM,24-Sep-2025 05:00 PM,NA ,NA ,10-Sep-2025 11:00 AM,24-Sep-2025 05:00 PM,08-Oct-2025 12:00 PM,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Valid Licence CDMS,GSTN,Affidavit,Norelation,PAN,EMD,Paper cost,other as per DTCN.","74,500",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,3098611,Ajodhya Prasad Sahu,24-Sep-2025 02:29 PM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,3,3095828,ANURAG BHOI,23-Sep-2025 07:44 AM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3095786,BIBHUTI PADHAN,23-Sep-2025 07:18 AM,Accepted-AOC,Accepted,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3098735,DEEPAK MEHER,24-Sep-2025 03:11 PM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3097579,DEEPAK RANJAN DASH,23-Sep-2025 07:35 PM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3085463,DHANANJAY DAS,24-Sep-2025 03:55 PM,Rejected-Finance,Not Qualified due to 3rd lowest,14-Oct-2025 07:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3096260,KABITA DASH,23-Sep-2025 10:55 AM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3096863,KAMAL LOCHAN NAIK,23-Sep-2025 07:04 PM,Rejected-Technical,Not Qualified,08-Oct-2025 11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3098571,Kamal Tandi,24-Sep-2025 02:28 PM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3098411,Koripella peda Shrinivasu,24-Sep-2025 01:02 PM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3097762,PRADYUMNA KUMAR MISHRA,24-Sep-2025 10:44 AM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3085532,SUBHAM ROUT,17-Sep-2025 08:19 PM,Rejected-Technical,Not Qualified,08-Oct-2025 11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3097479,SUSANTA KUMARMISHRA,23-Sep-2025 06:42 PM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,3098803,SUSRITA MOHANTY,24-Sep-2025 03:51 PM,Rejected-AOC,Rejected,04-Dec-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
