EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"20,500",Yes,fixed,,Nil,Nil,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-25/2025-26 Dt. 16.07.2025,2025_ORULB_115718_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,"Executive Engineer,Central Tender Cell","Central Tender Cell, UG Floor, ICOM Tower, BMC",18-Jul-2025 03:00 PM,28-Jul-2025 03:30 PM,18-Jul-2025 03:00 PM,28-Jul-2025 03:00 PM,18-Jul-2025 03:00 PM ,22-Jul-2025 12:30 PM ,18-Jul-2025 03:00 PM,28-Jul-2025 03:00 PM,"6,000",0.0,Nil,Nil,No,"Construction of Temporary Pond, Control Room and approach road near Kuakhai River to facilitate Idol immersion on the eve of Ganesh Puja Festival to Kali Puja Festival in Bhubaneswar for the year 2025.","Construction of Temporary Pond, Control Room and approach road near Kuakhai River to facilitate Idol immersion on the eve of Ganesh Puja Festival to Kali Puja Festival in Bhubaneswar for the year 2025.",Please refer Tender documents. ,NA ,"20,43,968",Civil Works - Others,NA ,Tender,120.0,180.0,BMC AREA,751022.0,"Office chamber of the EE,Central Tender Cell ","Central Tender Cell, UG Floor, ICOM Tower, BMC ",22-Jul-2025 03:30 PM ,"Central Tender Cell,BMC",No ,No,1.0,ICICI BANK,AOC,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_115718_1,BMC-EE-Tender Cell-25/2025-26 Dt. 16.07.2025,"Construction of Temporary Pond, Control Room and approach road near Kuakhai River to facilitate Idol immersion on the eve of Ganesh Puja Festival to Kali Puja Festival in Bhubaneswar for the year 2025.",City engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,22-Dec-2025 11:40 AM,finsummary_546421.pdf (5157.96 KB),Finance,24 bids opened successfully,Lipsa Parida,28-Jul-2025 03:47 PM,finance_546421.pdf,BOQ Comparative Chart,1.0,3012480.0,ABHAYA KUMAR SAHOO,INR,"2,050,341",22-Dec-2025,"INR 2,050,341",180.0,Lipsa Parida,22-Dec-2025 11:45 AM,workorder_25.pdf (498.00 KB),1,3012480,ABHAYA KUMAR SAHOO,26-Jul-2025 11:48 AM,Accepted-AOC,L1 bidder,22-Dec-2025 11:45 AM,City engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,22-Dec-2025 11:30 AM,techsummary_546421.pdf (4240.78 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3012701,AKSHAYA SETHI,26-Jul-2025 03:01 PM,Rejected-Finance,Rejected,22-Dec-2025 11:40 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3012669,AMARESH SAHOO,26-Jul-2025 02:14 PM,Rejected-Finance,Rejected,22-Dec-2025 11:40 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3011840,ANIL KUMAR JENA,25-Jul-2025 07:39 PM,Rejected-Finance,Rejected,22-Dec-2025 11:40 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3014617,BRUNDABAN SETHI,28-Jul-2025 12:28 PM,Rejected-Finance,Rejected,22-Dec-2025 11:40 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3015118,CHITTA RANJAN DASH,28-Jul-2025 02:59 PM,Rejected-Finance,Rejected,22-Dec-2025 11:40 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3012517,GANESH SAHOO,26-Jul-2025 12:14 PM,Rejected-Finance,Rejected,22-Dec-2025 11:40 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3014960,Jhunilata Biswal,28-Jul-2025 01:56 PM,Rejected-Finance,Rejected,22-Dec-2025 11:40 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3012675,LION DECOR,26-Jul-2025 02:33 PM,Rejected-Finance,Rejected,22-Dec-2025 11:40 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3012149,MADHUSUDAN ENTERPRISES,25-Jul-2025 07:32 PM,Rejected-Finance,Rejected,22-Dec-2025 11:40 AM,,,,,,,AOC
