Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
28-Dec-2025,"INR 1,440,846",180.0,Sanjay Kumar Behera,28-Dec-2025 11:01 AM,Thebru.pdf (430.00 KB),AOC,1,3030507,ABINASH SWAIN,11-Aug-2025 12:30 AM,Accepted-AOC,Winner of lottery,28-Dec-2025 11:01 AM,1.0,3030507.0,ABINASH SWAIN,INR,"1,440,846","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||MI Division Jajpur",2025_CEMIB_116524_10,SEMIDIVISION ANGUL/01/2025-26,Improvement to Teburh MIP in Chhendipada Block of Angul District under DPIW grant for the year 2025-26,Finance,10nos bidder found,Aparajita Priyadarsini,23-Dec-2025 02:08 PM,finance_548569.pdf,BOQ Comparative Chart,SUPERINTENDING ENGINEER,Internal,"DAO,Estimator",Sanjay Kumar Behera,27-Dec-2025 06:21 PM,finsummary_548569.pdf (519.80 KB),SUPERINTENDING ENGINEER,Internal,"DAO,Estimator",Sanjay Kumar Behera,27-Dec-2025 05:07 PM,techsummary_548569.pdf (519.80 KB),AOC,"Superintending Engineer MI Division,Angul","Superintending Engineer MI Division,Angul",07-Aug-2025 09:00 AM,14-Aug-2025 11:00 AM,07-Aug-2025 09:00 AM,13-Aug-2025 05:00 PM,NA ,NA ,07-Aug-2025 09:00 AM,13-Aug-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||MI Division Jajpur",SEMIDIVISION ANGUL/01/2025-26,2025_CEMIB_116524_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Paper cost,EMD,RC,GST,PAN.Original Affidavit,No relation certificate etc",Improvement to Teburh MIP in Chhendipada Block of Angul District under DPIW grant for the year 2025-26,Improvement to Teburh MIP in Chhendipada Block of Angul District under DPIW grant for the year 2025-26,Please refer Tender documents. ,NA ,"16,95,000",Civil Works - Canal,NA ,Tender,90.0,180.0,Angul,759143.0,NA ,NA ,NA ,MI DIVISION ANGUL,No ,No,1.0,ICICI BANK,"16,950",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,2,3030131,BIBHUTI BHUSAN SWAIN,11-Aug-2025 12:23 AM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,3,3034152,BIKASH SAHOO,13-Aug-2025 07:41 AM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3034932,DEBASISH PRADHAN,13-Aug-2025 04:42 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3032436,HEMANTA SATPATHY,11-Aug-2025 09:42 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3032794,MITALI SAHU,12-Aug-2025 11:27 AM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3034919,RAJESH NATH,13-Aug-2025 04:42 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3034065,SHYAM SUNDAR PRADHAN,12-Aug-2025 10:18 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3033509,SUBHASMITA SAMANTARAY,12-Aug-2025 03:41 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3034120,SUDAMA BHOI,13-Aug-2025 06:31 AM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
