Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,31-Oct-2025 06:30 PM,12-Nov-2025 11:00 AM,31-Oct-2025 06:30 PM,11-Nov-2025 05:30 PM,31-Oct-2025 06:30 PM ,11-Nov-2025 05:30 PM ,31-Oct-2025 06:30 PM,11-Nov-2025 05:30 PM,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",S/R to NH road to Banamalipur such as CC overlaying for the year 2025-26,S/R to NH road to Banamalipur such as CC overlaying for the year 2025-26,NA ,NA ,"7,60,586",Civil Works - Roads,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,"7,606",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH42526,2025_CERWI_120473_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,AOC,17-Dec-2025,"INR 646,574",60.0,Sasmita Munduri,17-Dec-2025 07:03 PM,6406.pdf (670.00 KB),38P1 OF 2025-26,1,3190138,AMJAD KHAN,07-Nov-2025 10:54 AM,Rejected-AOC,L1,17-Dec-2025 07:03 PM,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,17-Dec-2025 06:55 PM,techsummary_560571.pdf (2828.79 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_120473_1,TENDERONLINEDNAYAGARH42526,S/R to NH road to Banamalipur such as CC overlaying for the year 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,17-Dec-2025 06:59 PM,finsummary_560571.pdf (2828.79 KB),Finance,Technical Evaluation Committee,Sasmita Munduri,17-Dec-2025 06:52 PM,finance_560571.pdf,BOQ Comparative Chart,1.0,3205190.0,ELISA NAYAK,INR,"646,574",AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC,,,,,,,,2,3199923,BASANTI SWAIN,08-Nov-2025 11:22 PM,Rejected-AOC,L1,17-Dec-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3187064,BHAGIRATHI PRADHAN,07-Nov-2025 05:05 PM,Rejected-AOC,L1,17-Dec-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3174293,Bidyadhar Barad,02-Nov-2025 01:48 PM,Rejected-AOC,L1,17-Dec-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3212133,BIKRAM PRADHAN,11-Nov-2025 01:12 PM,Rejected-AOC,L1,17-Dec-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3179970,CHANDRAKANT MOHANTY,06-Nov-2025 09:48 PM,Rejected-AOC,L1,17-Dec-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3212781,CJL CONSTRUCTIONS PRIVATE LIMITED,11-Nov-2025 01:38 PM,Rejected-AOC,L1,17-Dec-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3187515,DASARATHI BEHERA,09-Nov-2025 11:40 AM,Rejected-AOC,L1,17-Dec-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3188722,DASARATHI PRADHAN,10-Nov-2025 09:34 PM,Rejected-AOC,L1,17-Dec-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3210598,DEBASIS PAIKERA,11-Nov-2025 12:29 AM,Rejected-AOC,L1,17-Dec-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
