Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Orissa Mining Corporation,2025_OMC_116244_3,NIT No.02/OMC/ELECTRICAL/2025,Extension of Power Supply to Ambient Air Quality Monitoring Station at Sukarangi Chromite Mines in the district of Jajpur.,Technical,06 (Six) bids has been received subjected to evaluation by committee,Shreejit Das,22-Aug-2025 01:23 PM,,R K PANDA,Internal,S JENA S PADHI BANITA PATRA,Satyajit Jena,28-Oct-2025 12:41 PM,finsummary_547808.pdf (309.87 KB),1.0,3031159.0,M/S ASHRIBAD ENGINEERING,INR,"742,976.35",Finance,FINANCIAL BIDS OF 6 (SIX) BIDDERS OPENED,Jyoti Bikash Prusty,18-Sep-2025 05:01 PM,,BOQ Comparative Chart,13-Nov-2025,"INR 742,976.35",60.0,Satyajit Jena,01-Dec-2025 12:08 PM,2025_OMC_116244_3.pdf (676.00 KB),R K PANDA,Internal,S PADHI B K PATRA S JENA,Satyajit Jena,18-Sep-2025 04:54 PM,18-Sep-2025 04:55 PM,techsummary_547808.pdf (765.93 KB),1,3031641,BABA LALITESWARA AGENCY,11-Aug-2025 03:48 PM,Rejected-Finance,NOT BEING L1,28-Oct-2025 12:41 PM,AOC,Orissa Mining Corporation,NIT No.02/OMC/ELECTRICAL/2025,2025_OMC_116244_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"4,720",0.0,Nil,Nil,No,30-Jul-2025 10:00 AM,12-Aug-2025 11:00 AM,30-Jul-2025 10:00 AM,11-Aug-2025 05:00 PM,NA ,NA ,30-Jul-2025 10:00 AM,11-Aug-2025 05:00 PM,18-Sep-2025 04:55 PM,"GM(Electrical), OMC Ltd.","Office of the GM(E), OMC Ltd., Bhubaneswar",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requireme",Extension of Power Supply to Ambient Air Quality Monitoring Station at Sukarangi Chromite Mines in the district of Jajpur.,Extension of Power Supply to Ambient Air Quality Monitoring Station at Sukarangi Chromite Mines in the district of Jajpur.,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requirements. ",NA ,"8,74,000",Electrical Works,NA ,Tender,180.0,60.0,SUKURANGI,755028.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,"8,800",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3027037,MKS ASSOCIATES,07-Aug-2025 01:51 PM,Rejected-Finance,NOT BEING L1,28-Oct-2025 12:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3031159,M/S ASHRIBAD ENGINEERING,11-Aug-2025 01:15 PM,Accepted-AOC,WORK AWARDED AND COMPLETED,01-Dec-2025 12:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3031087,M/s BASANTI ELECTRICALS AND CONSTRUCTION,11-Aug-2025 01:04 PM,Rejected-Finance,NOT BEING L1,28-Oct-2025 12:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3030933,NARESH COMMERCIAL CORPORATION,11-Aug-2025 11:51 AM,Rejected-Finance,NOT BEING L1,28-Oct-2025 12:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3030547,SARITA DAS,11-Aug-2025 07:02 AM,Rejected-Finance,NOT BEING L1,28-Oct-2025 12:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
