Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,"8 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,23-Jun-2025 06:11 PM,finance_541547.pdf,BOQ Comparative Chart,23-Dec-2025,"INR 1,837,106.67",60.0,Jayanta Kumar Maitra,23-Dec-2025 06:49 PM,ProceddingPM01Y2526.pdf (4630.00 KB),1.0,2974471.0,GADADHAR PRADHAN,INR,"1,837,106.67",Municipal Bodies||Puri Municipality,2025_ORULB_113908_29,P.M. 01/2025-26,Construction of C.C Road and Drain from Penthakata Mataya Shop to Karekasi Baraf in W No 26,1,2974471,GADADHAR PRADHAN,19-Jun-2025 09:52 PM,Accepted-AOC,WON BY LOTTERY PROCESS,23-Dec-2025 06:49 PM,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,23-Dec-2025 06:44 PM,techsummary_541547.pdf (4629.61 KB),ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,23-Dec-2025 06:47 PM,finsummary_541547.pdf (4629.61 KB),AOC,1.0,ICICI BANK,31-May-2025 03:00 PM,21-Jun-2025 11:00 AM,31-May-2025 03:00 PM,20-Jun-2025 05:00 PM,NA ,NA ,31-May-2025 03:00 PM,20-Jun-2025 05:00 PM,"21,611",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF And AFFIDAVIT any other as per DTCN","EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,Construction of C.C Road and Drain from Penthakata Mataya Shop to Karekasi Baraf in W No 26,CIVIL,Please refer Tender documents. ,NA ,"21,61,048",Civil Works - Others,NA ,Tender,120.0,60.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,"7,080",0.0,Nil,Nil,No,Municipal Bodies||Puri Municipality,P.M. 01/2025-26,2025_ORULB_113908_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,2,2971395,LOKNATH PANDA,20-Jun-2025 12:45 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,23-Dec-2025 06:47 PM,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,2975594,MADHUSMITA MISHRA,20-Jun-2025 04:48 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,23-Dec-2025 06:47 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,2974472,ORITECH ENGINEERS PROP PRAKASH KUMAR PRADHAN,19-Jun-2025 10:31 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,23-Dec-2025 06:47 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,2975228,PRAMOD SAHOO,20-Jun-2025 01:47 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,23-Dec-2025 06:47 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,2969915,PRASANTA KUMAR MOHANTY,18-Jun-2025 01:09 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,23-Dec-2025 06:47 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,7,2971211,RATIKANTA PARIDA,19-Jun-2025 01:43 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,23-Dec-2025 06:47 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,8,2975556,SUBRAT KUMAR DASH,20-Jun-2025 04:30 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,23-Dec-2025 06:47 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
