Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,all bids are admitted,Dandapati Yudhistir,30-Apr-2025 07:08 PM,finance_534361.pdf,BOQ Comparative Chart,08-Jun-2025,"INR 1,159,255.78",90.0,Santosha Kumar Naik,28-Dec-2025 05:55 PM,11.pdf (2955.00 KB),Municipal Bodies||Gunupur Municipal Council,2025_ORULB_111921_11,GUN-MUN-69/2024-25,CONSTRUCTION OF ROAD AT NILACHAKRA NAGAR IN WARD NO-18.,1.0,2878330.0,GUNTAMUKALA GOWRI SANKAR RAO,INR,"1,162,871",1,2878330,GUNTAMUKALA GOWRI SANKAR RAO,07-Apr-2025 06:38 PM,Accepted-AOC,L1 in the transparent lottery process,28-Dec-2025 05:55 PM,Chairperson Gunupur Municipality,Internal,"Chairperson Gunupur Municipality, Executive Officer Gunupur Municipality, Municipal Engineer Gunupur Municipality and other members",Santosha Kumar Naik,08-Jun-2025 05:49 PM,techsummary_534361.pdf (3400.19 KB),Chairperson Gunupur Municipality,Internal,"Chairperson Gunupur Municipality, Executive Officer Gunupur Municipality, Municipal Engineer Gunupur Municipality and other members",Santosha Kumar Naik,08-Jun-2025 05:55 PM,finsummary_534361.pdf (3030.88 KB),AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,CONSTRUCTION OF ROAD AT NILACHAKRA NAGAR IN WARD NO-18.,CONSTRUCTION OF ROAD,Please refer Tender documents. ,NA ,"13,67,000",Civil Works - Roads,NA ,Tender,90.0,90.0,GUNUPUR MUNICIPALITY,765022.0,NA ,NA ,NA ,GUNUPUR MUNICPALITY OFFICE,No ,No,EXECUTIVE OFFICER GUNUPUR MUNICPALITY,EXECUTIVE OFFICER GUNUPUR MUNICPALITY,26-Mar-2025 11:00 AM,09-Apr-2025 11:00 AM,26-Mar-2025 11:00 AM,08-Apr-2025 05:00 PM,NA ,NA ,26-Mar-2025 11:00 AM,08-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,AS PER DTCN,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-69/2024-25,2025_ORULB_111921_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"13,670",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,2,2877423,RAKESH KUMAR PATRO,06-Apr-2025 07:58 PM,Rejected-Finance,Disqualified in the transparent lottery process,08-Jun-2025 05:55 PM,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANITY,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,2873525,RAMA CHANDRA PANDA,31-Mar-2025 04:16 PM,Rejected-Finance,Disqualified in the transparent lottery process,08-Jun-2025 05:55 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,2879079,SUNKARI SIBORAM KRISHNA,08-Apr-2025 03:19 PM,Rejected-Finance,Disqualified in the transparent lottery process,08-Jun-2025 05:55 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,2878601,TIRUPATI PRASAD PANIGRAHI,08-Apr-2025 08:28 AM,Rejected-Finance,Disqualified in the transparent lottery process,08-Jun-2025 05:55 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,2870348,WAIRUMPI SABAR,08-Apr-2025 02:00 PM,Rejected-Finance,Disqualified in the transparent lottery process,08-Jun-2025 05:55 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
