Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Executive Engineer,Internal,,Lambodar Naik,02-Dec-2025 11:28 AM,techsummary_548254.pdf (287.21 KB),02-Dec-2025,"INR 213,887",30.0,Lambodar Naik,02-Dec-2025 11:41 AM,5462.pdf (420.00 KB),1,3032987,Ajit Kumar Lenka,13-Aug-2025 04:23 AM,Rejected-AOC,rejected,02-Dec-2025 11:41 AM,1.0,3034104.0,KRUPASINDHU MAJHI,INR,"213,887",Finance,Total 24 bidders accepted,Saraseebala Behera,18-Aug-2025 04:20 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,Lambodar Naik,02-Dec-2025 11:36 AM,finsummary_548254.pdf (404.22 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_116427_1,"TCN-06 RWD-II,BHADRAK",Repair to E type quarter Building R.W Section-I Bhandaripokhari for the year 2025-26 in the District of Bhadrak,AOC,1.0,ICICI BANK,"2,520",Yes,fixed,,Nil,Nil,Repair to E type quarter Building R.W Section-I Bhandaripokhari for the year 2025-26 in the District of Bhadrak,Repair to E type quarter Building R.W Section-I Bhandaripokhari for the year 2025-26 in the District of Bhadrak,NA ,NA ,"2,51,602",Civil Works - Buildings,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, BHADRAK",No ,No,"2,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, BHADRAK",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,"TCN-06 RWD-II,BHADRAK",2025_CERWI_116427_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, CONTRACTOR REGISTRATION CERTIFICATE, PAN, GSTIN, AFFIDAVIT, ETC",05-Aug-2025 12:30 PM,14-Aug-2025 11:00 AM,05-Aug-2025 12:30 PM,13-Aug-2025 05:00 PM,05-Aug-2025 12:30 PM ,13-Aug-2025 03:00 PM ,05-Aug-2025 12:30 PM,13-Aug-2025 05:00 PM,AOC
,,,,,,,,,,,,2,3033640,Amaresh Kumar Biswal,12-Aug-2025 05:01 PM,Rejected-AOC,rejected,02-Dec-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,AOC
,,,,,,,,,,,,3,3032425,Basanta Kumar Barik,12-Aug-2025 02:05 PM,Rejected-AOC,rejected,02-Dec-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3034125,BHARAT KUMAR DAS,13-Aug-2025 06:59 AM,Rejected-AOC,rejected,02-Dec-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3033061,Bidyadhar Sahoo,12-Aug-2025 01:16 PM,Rejected-AOC,rejected,02-Dec-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3029966,DIPENDRA KUMAR JENA,10-Aug-2025 01:31 PM,Rejected-AOC,rejected,02-Dec-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3033732,GOBINDA CHANDRA JENA,13-Aug-2025 09:55 AM,Rejected-AOC,rejected,02-Dec-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3029234,KAILASH CHANDRA SAHOO,08-Aug-2025 11:47 PM,Rejected-AOC,rejected,02-Dec-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3034104,KRUPASINDHU MAJHI,13-Aug-2025 02:09 PM,Accepted-AOC,selected through transparent lottery system,02-Dec-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3034330,LILIMA SAHOO,13-Aug-2025 01:19 PM,Rejected-AOC,rejected,02-Dec-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
