Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Construction of AWC building in Prem Nagar in Ward No 40.,Works,Please refer Tender documents. ,NA ,"15,05,000",Civil Works - Others,NA ,Tender,90.0,120.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"15,050",Yes,fixed,,Nil,Nil,10-Jul-2025 06:00 PM,22-Jul-2025 11:00 AM,10-Jul-2025 06:00 PM,21-Jul-2025 05:00 PM,NA ,NA ,10-Jul-2025 06:00 PM,21-Jul-2025 05:00 PM,"6,000",Nil,Nil,No,Rourkela Municipal Corporation,MC/RMC/31/2025,2025_RMC_115396_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN","Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,ICICI BANK,AOC,1,3006714,GYANA RANJAN DAS,21-Jul-2025 01:08 PM,Rejected-Technical,By The Tender Committee,22-Sep-2025 11:23 AM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,22-Sep-2025 11:23 AM,techsummary_545645.pdf (1061.40 KB),Finance,EMD refund,Manas Biswal,22-Sep-2025 11:03 AM,finance_545645.pdf,BOQ Comparative Chart,1.0,3006507.0,MAA SAMALEI TRADERS,INR,"1,279,402.52",12-Dec-2025,"INR 1,279,402.52",120.0,Manas Biswal,12-Dec-2025 11:42 AM,BID31.pdf (1061.00 KB),Awarded to Maa Samalei Traders,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,22-Sep-2025 03:29 PM,finsummary_545645.pdf (1061.40 KB),Rourkela Municipal Corporation,2025_RMC_115396_2,MC/RMC/31/2025,Construction of AWC building in Prem Nagar in Ward No 40.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,AOC,2,3006507,MAA SAMALEI TRADERS,21-Jul-2025 12:16 PM,Accepted-AOC,By The Tender Committee,12-Dec-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3004096,MANORANJAN JENA,19-Jul-2025 02:15 PM,Rejected-Technical,By The Tender Committee,22-Sep-2025 11:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3001028,S B ENTERPRISES,16-Jul-2025 02:37 PM,Rejected-Technical,By The Tender Committee,22-Sep-2025 11:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3003228,SRIKANTA ROUT,18-Jul-2025 02:45 PM,Rejected-Technical,By The Tender Committee,22-Sep-2025 11:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
