S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1,ICICI BANK,"12,700",Yes,fixed,,Nil,Nil,"Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality",Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_206,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC","6,000",0.0,Nil,Nil,No,Construction of paver road from PWD road towards Madhu Ganesh Community Centre and Ganesh Behera house towards Upendra Nayak house at Charigharia in Ward No.9,Construction of paver road from PWD road towards Madhu Ganesh Community Centre and Ganesh Behera house towards Upendra Nayak house at Charigharia in Ward No.9,Please refer Tender documents. ,NA ,"12,61,827",Civil Works - Others,NA ,Tender,90.0,90.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,AOC,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,31-Dec-2025 04:40 PM,finsummary_536685.pdf (240.28 KB),1.0,2895194.0,SADHABANI MALIK(S.C),INR,"1,198,862",1,2895073,KAILASH CHANDRA PANDUA(S.C),26-Apr-2025 11:08 AM,Rejected-AOC,Quoted second lowest,31-Dec-2025 04:46 PM,Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_206,BM-BDK-01-2025-26,Construction of paver road from PWD road towards Madhu Ganesh Community Centre and Ganesh Behera house towards Upendra Nayak house at Charigharia in Ward No.9,31-Dec-2025,"INR 1,198,862",90.0,Sourav Chakrabarty,31-Dec-2025 04:45 PM,206.pdf (1971.00 KB),work order issued,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,31-Dec-2025 01:45 PM,techsummary_536685.pdf (240.28 KB),Finance,ok,TAPASA KUMAR SAMAL,05-May-2025 11:24 AM,,BOQ Comparative Chart,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2895194,SADHABANI MALIK(S.C),25-Apr-2025 08:15 PM,Accepted-AOC,Quoted first lowest,31-Dec-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
