Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Orissa Mining Corporation,2025_OMC_119989_1,"OMC/E-PROC/CP/023/2025-26, Dtd.24/10/2025",Supply of Glass tumbler,GM(Finance),Internal,"Sr.Manager(CP), DGM(Persnl)PRO",Banita Kumari Patra,29-Dec-2025 05:29 PM,finsummary_557979.pdf (790.94 KB),Technical,Technical opening summary,Sanjaya Kumar Sahoo,11-Nov-2025 03:44 PM,technical_557979.pdf,1.0,3188317.0,MARUTI ASSOCIATES,INR,"1,930,185",Finance,Financial opening summary,Banita Kumari Patra,24-Nov-2025 03:35 PM,finance_557979.pdf,BOQ Comparative Chart,29-Dec-2025,"INR 1,930,185",90.0,Banita Kumari Patra,29-Dec-2025 05:31 PM,POGlassTumbler.pdf (1187.00 KB),Awarded for the work including GST,ED(PA),Internal,"CGM(CP),GM(Persnl),GM(Fin),DGM(Persnl)",Banita Kumari Patra,20-Nov-2025 05:29 PM,20-Nov-2025 05:35 PM,techsummary_557979.pdf (884.85 KB),1,3190354,INDIAN AGENCIES,10-Nov-2025 12:02 PM,Rejected-Technical,Technically qualified but sample not selected,20-Nov-2025 05:29 PM,AOC,Orissa Mining Corporation,"OMC/E-PROC/CP/023/2025-26, Dtd.24/10/2025",2025_OMC_119989_1,Yes,Limited,Item Rate,Goods,2.0,No,No,Online,No,No,No,"34,900",Yes,fixed,,Nil,Nil,24-Oct-2025 01:30 PM,10-Nov-2025 05:00 PM,24-Oct-2025 01:30 PM,10-Nov-2025 03:00 PM,24-Oct-2025 01:30 PM ,30-Oct-2025 05:00 PM ,24-Oct-2025 01:30 PM,10-Nov-2025 03:00 PM,20-Nov-2025 05:35 PM,1.0,Fee/PreQual/Technical,.pdf,Required documents as per DTCN,1.0,Corrigendum 1,Technical Bid,,1.0,ICICI BANK,Supply of Glass tumbler,Supply of Glass tumbler,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,180.0,90.0,"OMC Ltd., Bhubaneswar",751001.0,NA ,NA ,NA ,"OMC Ltd., OMC House, Bhubaneswar",No ,No,0.0,0.0,Nil,Nil,No,Head(Contract and Procurement),"OMC Ltd., OMC House, Bhubaneswar",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3188317,MARUTI ASSOCIATES,09-Nov-2025 11:57 AM,Accepted-AOC,Awarded for the work including GST,29-Dec-2025 05:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3204283,MICRO EXPANSION,09-Nov-2025 10:50 PM,Rejected-Technical,Technically qualified but sample not selected,20-Nov-2025 05:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Rate of GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3206070,M/S SHREEJI ENTERPRISES,10-Nov-2025 01:14 PM,Rejected-Technical,Non submission of EMD by availing EMD exemption for trading activity,20-Nov-2025 05:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3166749,SMRITI VERMANI,08-Nov-2025 06:57 PM,Rejected-Technical,Non submission of EMD by availing EMD exemption for trading activity,20-Nov-2025 05:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
