Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Nruparaj yadav,Internal,"Chairperson, NAC,kesinga,Additinal tahasildar,kesinga,STO,Kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Chinmaya Acharya,19-Oct-2025 11:59 AM,22-Oct-2025 10:00 AM,techsummary_551437.pdf (897.13 KB),Finance,As per tender committee,Narayan Maharana,26-Dec-2025 07:46 PM,finance_551437.pdf,BOQ Comparative Chart,1,3112156,ALL INDIA INSTITUTE OF LOCAL SELF GOVERNMENT,06-Oct-2025 01:09 PM,Accepted-AOC,As per tender committee,26-Dec-2025 07:53 PM,26-Dec-2025,"INR 200,000",90.0,Narayan Maharana,26-Dec-2025 07:53 PM,RFPWO.pdf (456.00 KB),As per tender committee,1.0,3112156.0,ALL INDIA INSTITUTE OF LOCAL SELF GOVERNMENT,INR,"200,000",Municipal Bodies||Kesinga NAC,2025_ORULB_117678_1,KSNG-NAC-3/2025-26,"Preparation of Comprehensive Drainage Master Plan and DPR for Storm Water Drainage System of NAC Kesinga in the district of Kalahandi, Odisha",Technical,As per tender Committee,Chinmaya Acharya,19-Oct-2025 11:55 AM,technical_551437.pdf,Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Narayan Maharana,26-Dec-2025 07:49 PM,finsummary_551437.pdf (1071.90 KB),AOC,"10,000",0.0,Nil,Nil,No,"Preparation of Comprehensive Drainage Master Plan and DPR for Storm Water Drainage System of NAC Kesinga in the district of Kalahandi, Odisha","Preparation of Comprehensive Drainage Master Plan and DPR for Storm Water Drainage System of NAC Kesinga in the district of Kalahandi, Odisha",Please refer Tender Documents ,NA ,0.0,Civil Works - Others,NA ,Rate Contract,90.0,90.0,KESINGA NAC,766012.0,NA ,NA ,NA ,"OFFICE OF THE NOTIFIED AREA COUNCIL,KESINGA",No ,No,1,Fee/PreQual/Technical,.pdf,DTCN,06-Sep-2025 10:00 AM,14-Oct-2025 11:00 AM,06-Sep-2025 10:00 AM,06-Oct-2025 05:00 PM,NA ,NA ,06-Sep-2025 10:00 AM,06-Oct-2025 05:00 PM,22-Oct-2025 10:00 AM,1,ICICI BANK,Municipal Bodies||Kesinga NAC,KSNG-NAC-3/2025-26,2025_ORULB_117678_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"50,000",Yes,fixed,,Nil,Nil,"EXECUTIVE OFFICER,NAC,KESINGA","Executive Officer, NAC,kesinga",AOC
,,,,,,,,,,,,,2,3077622,Ecometrix Consultants Pvt. Ltd.,26-Sep-2025 11:59 AM,Rejected-Finance,As per tender committee,26-Dec-2025 07:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
