Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S/R to Bridge over local nallah on Jamudihi to Chordhara road in the district of Sundargarh for the year 2025-26,S/R to Bridge over local nallah on Jamudihi to Chordhara road in the district of Sundargarh for the year 2025-26,Please refer Tender documents. ,NA ,"10,16,784",Civil Works - Bridges,NA ,Tender,90.0,60.0,Bonai,770038.0,NA ,NA ,NA ,"O/o the Executive Engineer,R.W. Division, Bonai",No ,No,"6,000",0.0,Nil,Nil,No,"10,170",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits, NRC and required documents as DTCN",30-Oct-2025 12:00 PM,14-Nov-2025 11:00 AM,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,30-Oct-2025 12:00 PM ,12-Nov-2025 05:00 PM ,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,ONLINE-EEBNI-02 of 2025-26,2025_CERWI_120310_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer,"O/o the Executive Engineer,R.W. Division, Bonai",1.0,ICICI BANK,AOC,Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,16-Dec-2025 04:19 PM,finsummary_559898.pdf (955.61 KB),Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,16-Dec-2025 04:15 PM,techsummary_559898.pdf (955.61 KB),24-Dec-2025,"INR 864,368",60.0,Jajati Keshari Gadanayak,31-Dec-2025 07:00 PM,222.pdf (1026.00 KB),Awarded,1,3219200,AMIT BIKRAM KHUNTIA,12-Nov-2025 08:48 PM,Rejected-Finance,By transparent lottery,16-Dec-2025 04:19 PM,1.0,3219985.0,SUMAN JAISWAL,INR,"864,368",CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,2025_CERWI_120310_23,ONLINE-EEBNI-02 of 2025-26,S/R to Bridge over local nallah on Jamudihi to Chordhara road in the district of Sundargarh for the year 2025-26,Finance,Admitted,Jajati Keshari Gadanayak,16-Dec-2025 04:11 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,2,3220254,Basanti Tarcila Lakra,13-Nov-2025 10:53 AM,Rejected-Finance,By transparent lottery,16-Dec-2025 04:19 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3222031,BIBRAT KUMAR SAHOO,13-Nov-2025 04:34 PM,Rejected-Finance,By transparent lottery,16-Dec-2025 04:19 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3216941,DIPTIMAYEE PARIDA,12-Nov-2025 01:08 PM,Rejected-Finance,By transparent lottery,16-Dec-2025 04:19 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3219724,DM Constructions,13-Nov-2025 01:02 AM,Rejected-Finance,By transparent lottery,16-Dec-2025 04:19 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3221227,KESHAB CHANDRA PATRA,13-Nov-2025 01:35 PM,Rejected-Finance,By transparent lottery,16-Dec-2025 04:19 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3221837,Manoj Gadhei,13-Nov-2025 03:44 PM,Rejected-Technical,No relation certificate,16-Dec-2025 04:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3218313,NILAKANTHA DAS,12-Nov-2025 05:47 PM,Rejected-Finance,By transparent lottery,16-Dec-2025 04:19 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3205214,PRATYUSH KUMAR SWAIN,10-Nov-2025 10:21 AM,Rejected-Finance,By transparent lottery,16-Dec-2025 04:19 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3220087,SHRIJAN KISHAN,13-Nov-2025 10:00 AM,Rejected-Finance,By transparent lottery,16-Dec-2025 04:19 PM,,,,,,,,,,,,,,,,AOC
