Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,S/R to Bridge over Purunia Nallah on Khaparakhai to Tukuna Road such as minor repair to railing deck slab etc and painting along with approaches at 0/462km for the year 2025-26,S/R to Bridge over Purunia Nallah on Khaparakhai to Tukuna Road such as minor repair to railing deck slab etc and painting along with approaches at 0/462km for the year 2025-26,Please refer tender documents ,NA ,"11,96,064",Civil Works - Bridges,NA ,Tender,90.0,30.0,Salapada,758020.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, ANANDPUR",No ,No,"11,961",Yes,fixed,,Nil,Nil,31-Oct-2025 02:30 PM,07-Nov-2025 11:30 AM,31-Oct-2025 02:30 PM,06-Nov-2025 05:00 PM,31-Oct-2025 02:30 PM ,04-Nov-2025 05:00 PM ,31-Oct-2025 02:30 PM,06-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,06/EE/RW/AND/2025-26,2025_CERWI_120429_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, RC, GSTIN, PAN, Affidavits etc and all other documents required as per DTCN.",Divisional Officer,"RURAL WORKS DIVISION, ANANDPUR",AOC,20-Dec-2025,"INR 1,196,064",30.0,Tusar Kanti Behera,22-Dec-2025 03:33 PM,AOCPurunia.pdf (193.00 KB),1,3181920,ARATI JENA,04-Nov-2025 06:34 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:34 PM,Er. Tusar Kanti Behera,Internal,,Tusar Kanti Behera,09-Dec-2025 10:17 AM,techsummary_560418.pdf (219.93 KB),Er. Tusar Kanti Behera,Internal,,Tusar Kanti Behera,20-Dec-2025 09:12 PM,finsummary_560418.pdf (219.92 KB),CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,2025_CERWI_120429_1,06/EE/RW/AND/2025-26,S/R to Bridge over Purunia Nallah on Khaparakhai to Tukuna Road such as minor repair to railing deck slab etc and painting along with approaches at 0/462km for the year 2025-26,1.0,3187561.0,LIMA MANGAL,INR,"1,016,774",Finance,24 bidders bid the tender,Gitanjali Chakra,20-Nov-2025 05:35 PM,,BOQ Comparative Chart,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,2,3189634,BASANTI BARIK,06-Nov-2025 03:37 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3189975,BIMAL KUMAR ROUT,06-Nov-2025 04:21 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3179257,DURYODHAN SAHOO,03-Nov-2025 11:02 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3186960,GITA RANI SAHOO,06-Nov-2025 12:12 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3178689,HITESH KUMAR PRUSTY,04-Nov-2025 08:23 AM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3179393,ISWAR CHANDRA ROUTRAY,04-Nov-2025 10:40 AM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3183440,JAGABANDHU JENA,05-Nov-2025 11:25 AM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3190144,JYOTSHNARANI JENA,06-Nov-2025 04:51 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3186500,KABIRANJAN SAHOO,05-Nov-2025 09:15 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
