Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage
Finance,Bid Opened,Debarsi Naik,18-Nov-2025 05:03 PM,finance_561198.pdf,BOQ Comparative Chart,1.0,3204366.0,MANTU KUMAR NAYAK,INR,"3,602,071",CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,2025_CERWI_120643_1,online Tender-05 RWD Kuchinda 2025-26,"Repair to H.L Bridge over Sankhabhaguni Nallah on Fatamunda to Monapali _Road_Maintenance of Bridge, Painting, Plastering and site cleaning and WBM-III, BM,SDBC_0/000 to 0/400 (both side)",Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimators",Debarsi Naik,20-Nov-2025 06:21 PM,finsummary_561198.pdf (409.63 KB),Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimators",Debarsi Naik,20-Nov-2025 04:44 PM,techsummary_561198.pdf (184.98 KB),11-Dec-2025,"INR 3,602,071",60.0,Debarsi Naik,15-Dec-2025 05:13 PM,8705.pdf (522.00 KB),AOC,1,3193651,GURSIMRAN SALUJA,09-Nov-2025 01:00 PM,Rejected-AOC,Reject,15-Dec-2025 05:13 PM,AOC,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,online Tender-05 RWD Kuchinda 2025-26,2025_CERWI_120643_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"42,372",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GSTIN, Affidavit, PAN, EMD, Online Tender Paper Cost, etc. as per DTCN","Repair to H.L Bridge over Sankhabhaguni Nallah on Fatamunda to Monapali _Road_Maintenance of Bridge, Painting, Plastering and site cleaning and WBM-III, BM,SDBC_0/000 to 0/400 (both side)","Repair to H.L Bridge over Sankhabhaguni Nallah on Fatamunda to Monapali _Road_Maintenance of Bridge, Painting, Plastering and site cleaning and WBM-III, BM,SDBC_0/000 to 0/400 (both side)",NA ,NA ,"42,37,232",Civil Works - Roads,NA ,Tender,90.0,60.0,Kuchinda,768222.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KUCHINDA",No ,No,03-Nov-2025 10:00 AM,11-Nov-2025 11:00 AM,03-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,03-Nov-2025 10:00 AM ,07-Nov-2025 05:00 PM ,03-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,1.0,ICICI BANK,Superintending Engineer,"RURAL WORKS DIVISION, KUCHINDA",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3191900,MAHESH AGRAWAL,07-Nov-2025 05:18 PM,Rejected-AOC,Reject,15-Dec-2025 05:13 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3204366,MANTU KUMAR NAYAK,09-Nov-2025 11:24 PM,Accepted-AOC,Accept through Transparent Lottery System,15-Dec-2025 05:13 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3203748,NARESH BEHERA,10-Nov-2025 11:00 AM,Rejected-AOC,Reject,15-Dec-2025 05:13 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3204501,SAHIL KUMAR RAY,10-Nov-2025 01:46 PM,Rejected-AOC,Reject,15-Dec-2025 05:13 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3191770,Shree Salasar Enterprise,07-Nov-2025 03:07 PM,Rejected-Technical,As C Class contractor not eligible for this work,20-Nov-2025 04:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3205691,SUDHANSU KUMAR MOHANTY,10-Nov-2025 11:31 AM,Rejected-AOC,Reject,15-Dec-2025 05:13 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
