S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3010771,DEBA PRASAD BALABANTARAY,24-Jul-2025 01:15 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3008426,DEBUPRASAD ROUTRAY,22-Jul-2025 12:54 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3007437,DIBESH KUMAR NAYAK,21-Jul-2025 04:54 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3011039,DINESH CHAMPATIRAY,24-Jul-2025 04:23 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,3011012,DIPAK KUMAR SAHOO,24-Jul-2025 04:00 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,3007478,DIPAK PRADHAN,21-Jul-2025 05:16 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,3009821,DIPTI PRAKASH SUBUDHI,23-Jul-2025 01:08 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18,3011094,DIPTI PRASAD DASH,24-Jul-2025 04:38 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19,3004690,DIPTI RANJAN JENA,19-Jul-2025 09:26 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20,3010285,HARAPRIYA MOHAPATRA,23-Jul-2025 05:54 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21,3008599,JAGANNATH MOHAPATRA,24-Jul-2025 11:16 AM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22,3010465,Kailas Chandra Dalei,24-Jul-2025 08:00 AM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23,3003401,KHYANAPRAVA SETHI,18-Jul-2025 05:35 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24,3007530,LARENS PARIDA,21-Jul-2025 06:10 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25,3011088,MALAYA RANJAN DAS,24-Jul-2025 04:36 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26,3008682,MANGARAJ PRADHAN,22-Jul-2025 04:23 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27,3010291,MANOJ KUMAR DALEI,23-Jul-2025 06:15 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28,3006892,Minati Mohapatra,24-Jul-2025 02:21 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29,3010299,MODERN WINDING AND ELECTRICALS,23-Jul-2025 06:07 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30,3010559,M/s BISWORANJAN DASH,24-Jul-2025 10:13 AM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31,3008386,M/S N.M. CONSTRUCTIONS,24-Jul-2025 12:19 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32,3007488,NILENDU KUMAR ROUT,21-Jul-2025 05:27 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33,3011123,NIRANJAN MUDULI,24-Jul-2025 04:51 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34,3010380,Noor_Amin_Al_azmi,23-Jul-2025 08:02 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,35,3010945,OMPRAKASH SENAPATI,24-Jul-2025 03:09 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,36,3011134,PRAGNYA PARAMITA PRIYADARSINI,24-Jul-2025 05:02 PM,Accepted-AOC,Work awarded through transparent lottery,23-Dec-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,37,3010347,PRASANTA KUMAR MOHANTY,23-Jul-2025 07:05 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,38,3010585,PRIYARANJAN DASH,24-Jul-2025 10:44 AM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,39,3003040,R K CONSTRUCTIONS,18-Jul-2025 12:39 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,40,3009566,SAMARESH CHHOTARAY,23-Jul-2025 10:43 AM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,41,3010799,SAMRIDHI CONSTRUCTION,24-Jul-2025 01:42 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,42,3009368,SATYABRATA INFRA VENTURES PRIVATE LIMITED,24-Jul-2025 09:54 AM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,43,3011105,SATYAJIT SAHU,24-Jul-2025 04:45 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,44,3006789,SATYAJIT SAMANTARAY,21-Jul-2025 01:24 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,45,3010929,SATYA PRAKASH BARAL,24-Jul-2025 02:57 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,46,3010917,SHAKTI PRASAD DASH,24-Jul-2025 02:44 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,47,3011021,SIBU PRASAD BEHERA,24-Jul-2025 04:01 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,48,3010224,S.R CONSTRUCTIONS PROP-SUJATA RAY,23-Jul-2025 05:08 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,49,3009525,SUNIL SAHOO,23-Jul-2025 10:25 AM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,50,3010331,SURYA NARAYAN MOHANTY,23-Jul-2025 06:48 PM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,51,3010660,SWADHIN KUMAR JENA,24-Jul-2025 11:54 AM,Rejected-Finance,Disqualified through transparent lottery,23-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
