Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Repair and Restoration of road from Shiva mandir to Ranjan Mopatra house in Ward no-7,Repair and Restoration of road from Shiva mandir to Ranjan Mopatra house in Ward no-7,Please refer Tender documents. ,NA ,"4,84,334",Civil Works - Others,NA ,Tender,30.0,30.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMMBER VYASANAGAR MUNICIPALITY,No ,No,15-Sep-2025 10:00 AM,03-Oct-2025 11:00 AM,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,NA ,NA ,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,1.0,ICICI BANK,EXECUTIVE OFFICER,vyasanagar Municipality,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"2,000",0.0,Nil,Nil,No,"4,845",Yes,fixed,,Nil,Nil,Municipal Bodies||Vyasanagar Municipality,2/VNM/2025-26,2025_ORULB_117995_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,30-Dec-2025 11:13 AM,finsummary_552390.pdf (407.65 KB),Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,30-Dec-2025 11:07 AM,techsummary_552390.pdf (407.65 KB),30-Dec-2025,"INR 435,407.87",30.0,Manas Ranjan Sahoo,30-Dec-2025 11:20 AM,workkedeer.pdf (290.00 KB),due to l1,1.0,3101117.0,DIPENDRA KUMAR JENA,INR,"435,407.87",Municipal Bodies||Vyasanagar Municipality,2025_ORULB_117995_27,2/VNM/2025-26,Repair and Restoration of road from Shiva mandir to Ranjan Mopatra house in Ward no-7,1,3100641,CHANDAN KUMAR SAMAL,25-Sep-2025 08:32 PM,Rejected-Finance,due to l7,30-Dec-2025 11:13 AM,Finance,ok,Manas Ranjan Sahoo,30-Dec-2025 11:02 AM,finance_552390.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3100573,CHINTAMANI SAMAL,25-Sep-2025 06:34 PM,Rejected-Finance,due to l5,30-Dec-2025 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3101117,DIPENDRA KUMAR JENA,26-Sep-2025 04:14 PM,Accepted-AOC,due to l1,30-Dec-2025 11:20 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3099861,KALANDI MALIK,25-Sep-2025 12:59 PM,Rejected-Finance,due to l4,30-Dec-2025 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3100975,MAMATA MANJARI SETHY,26-Sep-2025 01:58 PM,Rejected-Finance,due to l3,30-Dec-2025 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3098550,RANJAN KUMAR SETHY,24-Sep-2025 01:32 PM,Rejected-Finance,due to l2,30-Dec-2025 11:13 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3098702,TANMAYA PANDA,24-Sep-2025 02:46 PM,Rejected-Finance,due to l6,30-Dec-2025 11:13 AM,,,,,,,AOC
