S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION, MAYURBHANJ",28-Oct-2025 11:00 AM,03-Nov-2025 05:30 PM,28-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,28-Oct-2025 11:00 AM ,03-Nov-2025 03:00 PM ,28-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,05(Online)/RWD/BPD/2025-26,2025_CERWI_120133_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of 1 nos D type Qtr at NALGAJA PHC Building under RASGOBINDPUR Block in the Mayurbhanj District for the year 2023-24,Construction of 1 nos D type Qtr at NALGAJA PHC Building under RASGOBINDPUR Block in the Mayurbhanj District for the year 2023-24,NA ,NA ,"29,43,061",Civil Works - Buildings,NA ,Tender,90.0,180.0,Mayurbhanj,757002.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MAYURBHANJ",No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavits and other documents as per DTCN,"29,431",Yes,percentage,1.0%,Nil,Nil,AOC,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120133_1,05(Online)/RWD/BPD/2025-26,Construction of 1 nos D type Qtr at NALGAJA PHC Building under RASGOBINDPUR Block in the Mayurbhanj District for the year 2023-24,R.Pradhan,Internal,,Dibyamayee Behera,03-Dec-2025 05:22 PM,finsummary_558600.pdf (195.33 KB),Finance,.,Rajesh Pradhan,24-Nov-2025 01:34 PM,finance_558600.pdf,BOQ Comparative Chart,1.0,3173940.0,ABHILASH BHUYAN,INR,"2,501,896",1,3173940,ABHILASH BHUYAN,02-Nov-2025 01:07 PM,Accepted-AOC,Lottery winner,17-Dec-2025 06:36 PM,04-Dec-2025,"INR 2,501,896",180.0,Rajesh Pradhan,17-Dec-2025 06:36 PM,105.pdf (360.00 KB),R.Pradhan,Internal,,Dibyamayee Behera,03-Dec-2025 05:08 PM,techsummary_558600.pdf (195.33 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3166728,ANIRUDHA SAHU,29-Oct-2025 07:35 PM,Rejected-AOC,unsuccessful tenderer,17-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3169822,PRADIP KUMAR SINGHA,31-Oct-2025 05:07 PM,Rejected-AOC,unsuccessful tenderer,17-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3174102,RAJIB KUMAR GIRI,03-Nov-2025 02:36 PM,Rejected-AOC,unsuccessful tenderer,17-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3175957,SACHIDANANDA DHAL,03-Nov-2025 07:01 AM,Rejected-AOC,unsuccessful tenderer,17-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
