S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
1.0,3010177.0,PRASANTA KUMAR SAHU,INR,"73,477,559.324",CE RW I||RWCIRCLE-RAYAGADA,2025_CERWI_115215_1,NCB 12 RWCRGDA 2025 26,Improvement to Rayagada - Jalanga road,Technical,bids to be opened,Sujata Hembram,26-Jul-2025 05:33 PM,technical_545314.pdf,OFFICE OF THE CCE RAYAGADA,Internal,"CCE Rayagada, Executive Engineer RW Division Gajapati, DAO Gajapati, PA to CCE and AE Esitmator RW Circle Rayagada",Binod Behari Das,30-Dec-2025 05:37 PM,finsummary_545314.pdf (406.21 KB),"AE RW CIRCLE GAJAPATI,EE RW CIRCLE GAJAPATI,AE RW CIRCLE RAYAGADA, EE RW CIRCLE RAYAGADA,CCE RW CIRCLE RAYAGADA",Internal,,Binod Behari Das,16-Sep-2025 04:21 PM,20-Sep-2025 11:00 AM,techsummary_545314.pdf (1119.01 KB),Finance,VERIFIED,Sujata Hembram,20-Sep-2025 12:46 PM,,BOQ Comparative Chart,30-Dec-2025,"INR 73,477,559.324",365.0,Binod Behari Das,30-Dec-2025 05:40 PM,RayagadaJalanga.pdf (1020.00 KB),Work Awarded to Prasanta Kumar Sahu,1,3008376,DEMANTI AGRAWAL,22-Jul-2025 01:52 PM,Rejected-AOC,Work Awarded to Prasanta Kumar Sahu,30-Dec-2025 05:40 PM,AOC,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Affidavit GSTIN PAN License Annual Turn Over Experience Machinery and other papers as per DTCN,Improvement to Rayagada - Jalanga road,Improvement to Rayagada - Jalanga road,NA ,NA ,"8,64,34,019",Civil Works - Roads,NA ,Tender,90.0,365.0,Gajapati,761200.0,NA ,NA ,NA ,"Rural Works Circle, Rayagada",No ,No,"8,64,340",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,08-Jul-2025 09:00 AM,24-Jul-2025 11:00 AM,08-Jul-2025 09:00 AM,23-Jul-2025 05:00 PM,08-Jul-2025 09:00 AM ,22-Jul-2025 05:00 PM ,08-Jul-2025 09:00 AM,23-Jul-2025 05:00 PM,20-Sep-2025 11:00 AM,CE RW I||RWCIRCLE-RAYAGADA,NCB 12 RWCRGDA 2025 26,2025_CERWI_115215_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Chief Construction Engineer,RW Circle,Rayagada","O/O the Chief Construction Engineer,RW Circle,Rayagada near Hathipathar road,Raniguda Farm",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3009801,JAY PRAKASH SHARMA,23-Jul-2025 04:34 PM,Rejected-AOC,Work Awarded to Prasanta Kumar Sahu,30-Dec-2025 05:40 PM,AOC,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3003797,KAPILASH INFRASOL PROJECTS PRIVATE LIMITED,23-Jul-2025 03:11 PM,Rejected-AOC,Work Awarded to Prasanta Kumar Sahu,30-Dec-2025 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3008488,KRISHNA CHANDRA NIMALU,23-Jul-2025 04:56 PM,Rejected-AOC,Work Awarded to Prasanta Kumar Sahu,30-Dec-2025 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3007510,M/S S. KARUNAKAR RAO,23-Jul-2025 12:41 PM,Rejected-AOC,Work Awarded to Prasanta Kumar Sahu,30-Dec-2025 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3010177,PRASANTA KUMAR SAHU,23-Jul-2025 04:30 PM,Accepted-AOC,Work Awarded to Prasanta Kumar Sahu,30-Dec-2025 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3009378,P VARA PRASAD,22-Jul-2025 11:07 PM,Rejected-AOC,Work Awarded to Prasanta Kumar Sahu,30-Dec-2025 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3009956,Subrat Kumar Patro,23-Jul-2025 04:19 PM,Rejected-AOC,Work Awarded to Prasanta Kumar Sahu,30-Dec-2025 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3010031,Upendra Bhanja Panda,23-Jul-2025 02:49 PM,Rejected-AOC,Work Awarded to Prasanta Kumar Sahu,30-Dec-2025 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
