Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,2985320,Chittaranjan Parida,01-Jul-2025 03:24 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,2986586,DEBASISH DANDSENA,02-Jul-2025 02:12 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,2986791,DEBASISH SAMAL,02-Jul-2025 04:34 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,14,2986584,DHARMAJEET SAHU,02-Jul-2025 02:00 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,15,2984531,DIBYAJIBAN SAHOO,30-Jun-2025 08:20 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,16,2986337,DIBYA RANJAN DAS,02-Jul-2025 12:33 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,17,2986463,DIPTI RANJAN RAYSARDAR,02-Jul-2025 02:44 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,18,2986750,DURGA MADHABA TAPNO,02-Jul-2025 04:23 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,19,2985278,JAHED HOSSAIN KHAN,01-Jul-2025 02:32 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,20,2986597,JYOTIRANJAN BAL,02-Jul-2025 02:05 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,21,2986415,MAA KALI CONSTRUCTION,02-Jul-2025 12:56 PM,Rejected-Technical,No relation certificate not furnished,16-Jul-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,22,2985296,MANORANJAN JENA,02-Jul-2025 01:22 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,23,2985940,MRUTYUNJAY JENA,01-Jul-2025 09:15 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,24,2986493,NITISH MOHANTY,02-Jul-2025 02:19 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,25,2986537,Om Prakash Bhol,02-Jul-2025 01:53 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,26,2986136,PRADYUMNA KUMAR MISHRA,02-Jul-2025 11:11 AM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,27,2981993,PRAFULLA KUMAR SAHOO,28-Jun-2025 12:11 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,28,2986613,PRAKASH KUMAR PANDA,02-Jul-2025 02:33 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,29,2986725,RAJA SATYAPRAKASH DALAI,02-Jul-2025 03:46 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,30,2986369,RAMACHANDRA NAYAK,02-Jul-2025 12:53 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,31,2983464,SATYABRATA MISHRA,30-Jun-2025 11:31 AM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,32,2985088,SATYABRATA SAMAL,01-Jul-2025 12:34 PM,Accepted-AOC,Qualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,33,2986697,SATYAJIT SAHOO,02-Jul-2025 03:31 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,34,2985406,SHAKTI PRASAD DASH,01-Jul-2025 03:57 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,35,2986759,SHASHIKANTA MOHAPATRA,02-Jul-2025 04:12 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,36,2983934,SOMANATH JENA,02-Jul-2025 01:43 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,37,2985893,SPANDAN KUMAR TRIPATHY,01-Jul-2025 08:57 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,38,2986666,SRIKANT RAJ,02-Jul-2025 03:14 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,39,2982690,SUBASH CHANDRA GHOSH,01-Jul-2025 12:21 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,40,2984502,Subrat Kumar Das,30-Jun-2025 07:48 PM,Rejected-Technical,No relation certificate not furnished,16-Jul-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,41,2985457,SUBRAT KUMAR SAMAL,01-Jul-2025 05:49 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,42,2986286,SURESH PRASAD YADAV,02-Jul-2025 12:24 PM,Rejected-Technical,No relation certificate not furnished,16-Jul-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,43,2986711,SUSANTA KUMAR NAYAK,02-Jul-2025 03:36 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,44,2986758,SUSHANTA KUMAR MAJHI,02-Jul-2025 04:13 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,45,2985960,TANMAYA KUMAR JENA,01-Jul-2025 09:54 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,46,2984526,TAPASWINI MANSINGH,30-Jun-2025 08:16 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,47,2986121,Tridev agency,02-Jul-2025 10:50 AM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,48,2985100,UMARANI NANDA,01-Jul-2025 12:41 PM,Rejected-AOC,Disqualified,10-Dec-2025 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,49,2986768,UMESHCHANDRA MUNDA,02-Jul-2025 04:18 PM,Not Admitted-Finance,Others-Not admitted,10-Dec-2025 04:50 PM,,,,,,,,,,,,,,,,,,,,AOC
