Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3239454,KRISHNA KUMAR AGRAWAL,20-Nov-2025 10:46 AM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3222810,Kunja Bihari Sahu,14-Nov-2025 12:12 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3244204,LOKANATH BARIK,21-Nov-2025 03:10 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3242059,MAHAMMED RIZWAN,20-Nov-2025 03:45 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3233860,MANISHA JAIN,19-Nov-2025 12:13 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3241156,MD NOAMAN RAZA KHAN,21-Nov-2025 01:21 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3243250,MITHUN KUMBHAR,21-Nov-2025 11:38 AM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3238945,MOHAMMAD TAHIR KHAN,21-Nov-2025 12:54 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3239072,MOHAMMAD TAYYAB KHAN,20-Nov-2025 05:26 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3242823,MOHIT AGRAWAL,21-Nov-2025 02:06 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3244654,NATHURAM AGRAWAL,21-Nov-2025 04:01 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3224624,NIHAR RANJAN PANDIA,14-Nov-2025 08:35 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3244538,Omprasad Sahu,21-Nov-2025 04:12 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3240482,PRABODH BISHI,21-Nov-2025 03:52 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3244745,PRATEEK RAJ PATRA,21-Nov-2025 04:27 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3244556,PRITAM KUMAR PATRA,21-Nov-2025 03:26 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3243283,RABIN SAHOO,21-Nov-2025 11:13 AM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3234741,RAHUL RAMESH AGRAWAL,18-Nov-2025 12:13 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3243198,SANJIB KUMAR HOTA,21-Nov-2025 12:32 AM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3220409,Shankarlal Agrawal,16-Nov-2025 08:14 AM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3235170,SUBASH CHANDRA AGRAWAL,18-Nov-2025 01:33 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3242820,SUBHAM AGRAWAL,20-Nov-2025 08:28 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3242575,SUBRAT KUMAR SAHU,21-Nov-2025 10:47 AM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,31-Dec-2025 12:40 PM,,,,,,,AOC
