Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
"Er. Manoranjan Jena, Additional Chief Engineer PH Circle Balasore",Internal,"ACE. P.H. Division, Balasore, PA to ACE PH Circle Balasore, JE (Estr.) PH Circle Balasore, A.E.E. (Estr.), P.H. Division, Balasore, DAO, AEE PH Sub-Division, Balasore",Nabin Chandra Singh,21-Jun-2025 05:30 PM,23-Jun-2025 11:30 AM,techsummary_526840.pdf (555.30 KB),PHEO||PH Circle Balasore||PH Division Balasore,2025_PHEO_109706_1,SEPHBLS-28 of 2024-25 Dt.15.01.2025,Laying of clear water rising main DI K9 to all zonal reservoirs of Balasore Municipality from MBR,1.0,2803932.0,SRI SANJIB KUMAR PATRA,INR,"64,296,228.11",1,2807558,AKSHAYA KUMAR SWAIN,10-Feb-2025 03:45 PM,Rejected-Finance,Not Qualified,09-Dec-2025 12:55 PM,Technical,Technical Bid Opened,Nabin Chandra Singh,21-Jun-2025 05:17 PM,technical_526840.pdf,Finance,Financial Bid Opened,Nabin Chandra Singh,23-Jun-2025 01:33 PM,finance_526840.pdf,BOQ Comparative Chart,09-Dec-2025,"INR 64,296,228.11",365.0,Nabin Chandra Singh,09-Dec-2025 01:05 PM,Workorder28.pdf (1070.00 KB),Tender awarded,"Er. Nabin Chandra Singh, S.E. P.H. Division, Balasore",Internal,"PA to ACE PH Circle Balasore, JE (Estr.) PH Circle Balasore, A.E.E. (Estr.), P.H. Division, Balasore, DAO, AEE PH Sub-Division, Balasore",Nabin Chandra Singh,09-Dec-2025 12:55 PM,finsummary_526840.pdf (226.57 KB),AOC,Laying of clear water rising main DI K9 to all zonal reservoirs of Balasore Municipality from MBR,Laying of clear water rising main DI K9 to all zonal reservoirs of Balasore Municipality from MBR,Please refer Tender documents. ,NA ,"7,24,87,000",Civil Works - Water Works,NA ,Tender,120.0,365.0,Balasore Municipality,756001.0,NA ,NA ,NA ,"O/o the E.E. P.H. Division, Balasore",No ,No,PHEO||PH Circle Balasore||PH Division Balasore,SEPHBLS-28 of 2024-25 Dt.15.01.2025,2025_PHEO_109706_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,22-Jan-2025 11:00 AM,11-Feb-2025 11:00 AM,22-Jan-2025 11:00 AM,10-Feb-2025 05:00 PM,22-Jan-2025 11:00 AM ,04-Feb-2025 05:00 PM ,22-Jan-2025 11:00 AM,10-Feb-2025 05:00 PM,23-Jun-2025 11:30 AM,"Superintending Engineer, P.H. Division, Balasore","Office of the Executive Engineer, P.H. Division, Balasore.","7,25,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST Certificate, PAN, Bidder RC (CDMS), Affidavit, Cost of Tender Paper, EMD",AOC
,,,,,,,,,,,,,,,,2,2806479,ASHISH MOHANTY,10-Feb-2025 12:05 PM,Rejected-Finance,Not Qualified,09-Dec-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Affidavits, Schedules and other documents if any as per DTCN",AOC
,,,,,,,,,,,,,,,,3,2807009,BIRAJA NANDAN MISHRA,10-Feb-2025 01:05 PM,Rejected-Finance,Not Qualified,09-Dec-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,4,2805362,isar engineers pvt ltd,10-Feb-2025 03:36 PM,Rejected-Finance,Not Qualified,09-Dec-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2807752,ROUT INFRASTRUCTURE PRIVATE LIMITED,10-Feb-2025 04:12 PM,Rejected-Finance,Not Qualified,09-Dec-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2805551,Sarat Chandra Pradhan,09-Feb-2025 05:25 PM,Rejected-Finance,Not Qualified,09-Dec-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,2803932,SRI SANJIB KUMAR PATRA,08-Feb-2025 02:50 PM,Accepted-AOC,tender awarded,09-Dec-2025 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,2804237,SUSHREE SASMITA PRADHAN,10-Feb-2025 04:43 PM,Rejected-Finance,Not Qualified,09-Dec-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,2808076,SUVENDU DAS,10-Feb-2025 04:59 PM,Rejected-Finance,Not Qualified,09-Dec-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
