EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"21,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Reconstruction of Left side abutmentwall and splay wall of Ranimunda MIP in Khariar Block of Nuapada District under DPIW scheme for the year 2025-26,Reconstruction of Left side abutmentwall and splay wall of Ranimunda MIP in Khariar Block of Nuapada District under DPIW scheme for the year 2025-26,Please refer Tender documents. ,NA ,"21,18,545",Civil Works - Others,Imp to IMP ,Tender,90.0,90.0,Khariar,766107.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Khariar",No ,No,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",03/ SE MIDKHR/2025-26,2025_CEMIB_118558_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,26-Sep-2025 10:00 AM,08-Oct-2025 11:00 AM,26-Sep-2025 10:00 AM,07-Oct-2025 05:30 PM,26-Sep-2025 10:00 AM ,07-Oct-2025 05:30 PM ,26-Sep-2025 10:00 AM,07-Oct-2025 05:30 PM,"SE, M.I. Division, Khariar","O/o the SE, M.I. Division, Khariar",1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN Single","6,000",0.0,Nil,Nil,No,AOC,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2025_CEMIB_118558_2,03/ SE MIDKHR/2025-26,Reconstruction of Left side abutmentwall and splay wall of Ranimunda MIP in Khariar Block of Nuapada District under DPIW scheme for the year 2025-26,Er Saroj Sha,Internal,"Nikhil Patel, DAO, Aswini Kumar Sethi, JE (Estr.) are the committee member",SAROJ SHA,27-Nov-2025 05:49 PM,finsummary_554090.pdf (594.14 KB),Finance,all bids are open in time,SAROJ SHA,10-Oct-2025 01:07 PM,finance_554090.pdf,BOQ Comparative Chart,1.0,3113034.0,BASUDEV DANDASENA,INR,"1,800,975.03",1,3107970,ABHIMANYU CHHATRIA,03-Oct-2025 06:22 PM,Rejected-AOC,Rejected by Lottery,16-Dec-2025 07:14 PM,10-Dec-2025,"INR 1,800,975.03",90.0,SAROJ SHA,16-Dec-2025 07:14 PM,2RANIMUNDABasudevDandasena.pdf (322.00 KB),Basudev Dandsena is the Lottery winner AOC issued to him,Er Saroj Sha,Internal,"Nikhil Patel, DAO, Aswini Kumar Sethi, JE (Estr.) are the committee member",SAROJ SHA,27-Nov-2025 01:58 PM,techsummary_554090.pdf (594.14 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3113656,ADITYA KUMAR DURIA,07-Oct-2025 10:55 AM,Rejected-AOC,Rejected by Lottery,16-Dec-2025 07:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3113563,AKASH KUMAR JAIN,07-Oct-2025 08:43 AM,Rejected-AOC,Rejected by Lottery,16-Dec-2025 07:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3113034,BASUDEV DANDASENA,06-Oct-2025 07:49 PM,Accepted-AOC,AOC issued to Sri Dandsela,16-Dec-2025 07:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3110682,BHASKAR BEHERA,05-Oct-2025 12:47 PM,Rejected-AOC,Rejected by Lottery,16-Dec-2025 07:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3113604,BHUPENDRA SINGH MAJHI,07-Oct-2025 10:04 AM,Rejected-AOC,Rejected by Lottery,16-Dec-2025 07:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3103239,DEBRAJ BAG (ST),30-Sep-2025 11:13 AM,Rejected-AOC,Rejected by Lottery,16-Dec-2025 07:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3113257,DUSILA SAHU,07-Oct-2025 10:45 AM,Rejected-AOC,Rejected by Lottery,16-Dec-2025 07:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3112201,FIROZ AHMMAD KHAN,06-Oct-2025 01:14 PM,Rejected-AOC,Rejected by Lottery,16-Dec-2025 07:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3109642,Gunabanta Behera,04-Oct-2025 03:57 PM,Rejected-AOC,Rejected by Lottery,16-Dec-2025 07:14 PM,,,,,,,,,,,,,,AOC
