Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
APPOINTMENT OF LEVEL- II TRANSPORT CONTRACTOR FOR SANAKHEMUNDI BLOCK BIENIAL 2025-27,APPOINTMENT OF LEVEL- II TRANSPORT CONTRACTOR FOR SANAKHEMUNDI BLOCK BIENIAL 2025-27,PLEASE REFER TENDER DOCUMENTS ,NA ,"59,28,606",Handling and Transportation,TRANSPORTATION ,Tender,45.0,725.0,RRC DSC CUM NARASINGPUR TO FPS OF SANAKHEMUNDI BLO,761020.0,"O/O CCSO CUM DM, OSCSC LTD , GANJAM, CHATRAPUR ","O/O CCSO CUM DM, OSCSC LTD , GANJAM, CHATRAPUR ",25-Jul-2025 10:00 AM ,"JAUGADA CONFERENCE HALL, DRDA, CHATRAPUR, GANJAM",No ,No,"2,96,430",No,fixed,,Nil,Nil,CCSO CUM DM,"O/O CCSO CUM DM, OSCSC LTD , GANJAM, CHATRAPUR",Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Ganjam,4401/2025,2025_OSCSC_115933_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"5,900",0.0,Nil,Nil,No,24-Jul-2025 01:45 PM,12-Aug-2025 10:00 AM,24-Jul-2025 01:45 PM,08-Aug-2025 05:30 PM,NA ,NA ,24-Jul-2025 01:45 PM,08-Aug-2025 05:30 PM,23-Sep-2025 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT OF SANAKHEMUNDI BLOCK,AOC,1,3026005,ASHOK KUMAR BADATYA,08-Aug-2025 01:53 PM,Rejected-Finance,BSOR,24-Dec-2025 10:53 AM,24-Dec-2025,"INR 296,430",462.0,Pradyumna Kumar Routray,24-Dec-2025 01:48 PM,AOCSANAKHEMUNDIBLOCK.pdf (902.00 KB),Quoted Lowest rate Rs.31.39 per qtl through lottery system,Shri Keerthi Vasan V,Internal,"CCSO cum DM, Ganjam DLO , Ganjam DSWO, Ganjam RTO, Ganjam ADM, Ganjam",Pradyumna Kumar Routray,18-Sep-2025 08:00 PM,23-Sep-2025 10:00 AM,techsummary_547001.pdf (1366.31 KB),Finance,FINANCIAL BID OPENED,Pradyumna Kumar Routray,24-Dec-2025 10:48 AM,,BOQ Comparative Chart,Technical,Technical Bid open in presence of DLTC commitee member for appointment of Level-II Transport Contractor.,Pradyumna Kumar Routray,18-Sep-2025 06:37 PM,technical_547001.pdf,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Ganjam,2025_OSCSC_115933_1,4401/2025,APPOINTMENT OF LEVEL- II TRANSPORT CONTRACTOR FOR SANAKHEMUNDI BLOCK BIENIAL 2025-27,COLLECTORGANJAM,Internal,CCSO GANJAM ADM GANJAM DSWO GANJAM DLO GANJAM RTO GANJAM,Pradyumna Kumar Routray,24-Dec-2025 10:53 AM,finsummary_547001.pdf (1356.79 KB),1.0,3027574.0,DEEPAK KUMAR BEHERA,INR,31.39,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,NIT OF SANAKHEMUNDI BLOCK,AOC,2,3027574,DEEPAK KUMAR BEHERA,08-Aug-2025 02:25 PM,Accepted-AOC,Quoted Lowest rate Rs.31.39 per qtl through lottery system,24-Dec-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ OF SANAKHEMUNDI BLOCK,AOC,3,3028883,MAA TARINI AGENCIES AND LOGISTICS,08-Aug-2025 05:22 PM,Rejected-Finance,BSOR,24-Dec-2025 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3027839,PADMALOCHAN TRADERS,08-Aug-2025 04:52 PM,Rejected-Finance,BSOR,24-Dec-2025 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3027055,RABINDRANATH PANIGRAHI,07-Aug-2025 02:07 PM,Rejected-Finance,BSOR,24-Dec-2025 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3024721,SIMANCHAL SAHU,08-Aug-2025 01:51 PM,Rejected-Finance,BSOR,24-Dec-2025 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
