S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2880674.0,MAA BHUBANESWARI ELECTRICALS,INR,"2,200,199",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2025_RWSS_112120_2,BID NO 24 OF 2024 -25,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Gandpali_Nagaon GP, Jharbandhali, Podpali under Agalpur Block in Balangir District",ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,11-Dec-2025 01:43 PM,techsummary_535124.pdf (1839.15 KB),Finance,bid has been opened,Khagendra Barik,11-Apr-2025 07:33 PM,finance_535124.pdf,BOQ Comparative Chart,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,11-Dec-2025 01:53 PM,finsummary_535124.pdf (1839.15 KB),11-Dec-2025,"INR 2,588,165",45.0,Khagendra Barik,11-Dec-2025 01:57 PM,GANDPALI.pdf (1839.00 KB),L1 BIDDER HAS RESPOND,1,2878505,Arihant Electricals and Engineers,09-Apr-2025 09:16 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 01:53 PM,AOC,"6,000",0.0,Nil,Nil,No,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 24 OF 2024 -25,2025_RWSS_112120_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,02-Apr-2025 03:00 PM,11-Apr-2025 11:00 AM,02-Apr-2025 03:00 PM,10-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 03:00 PM,10-Apr-2025 05:00 PM,1.0,ICICI BANK,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Gandpali_Nagaon GP, Jharbandhali, Podpali under Agalpur Block in Balangir District","Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Gandpali_Nagaon GP, Jharbandhali, Podpali under Agalpur Block in Balangir District",Please refer DTCN ,NA ,"25,88,165",Electrical Works,Electrical Works ,Tender,90.0,45.0,"Gandpali, Jharbandhli, Podpali under Agalpur Block",767022.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,"25,882",Yes,percentage,1.0%,Nil,Nil,Superintending Engineer,O/o Superintending Engineer RWSS Division Balangir,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, GST,PAN, Contractor Registration Certificate, Experience Certificate etc",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2879205,ASHOK CHANDRA PATRA,08-Apr-2025 06:16 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 01:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2880674,MAA BHUBANESWARI ELECTRICALS,10-Apr-2025 04:16 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,11-Dec-2025 01:58 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2880791,MAA SAMLESWARI ENGINEERING,10-Apr-2025 03:35 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,11-Dec-2025 01:58 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2877145,"M/s Ramchandi Construction, Nayagargh",06-Apr-2025 09:12 AM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 01:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2877382,M/S SAMBEET SUPPLIERS,06-Apr-2025 05:53 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 01:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2880059,PABITRA ELECTRICAL WORKSHOP,10-Apr-2025 02:58 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 01:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2880795,PNP CONSTRUCTION,10-Apr-2025 02:18 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 01:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2879951,SIMANCHAL KUMAR PANDA,09-Apr-2025 05:33 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,11-Dec-2025 01:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
