Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Finance,bidders are participated successfully.,JUGAL TAKRI,06-Dec-2025 12:13 PM,finance_554857.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimator",JUGAL TAKRI,06-Dec-2025 05:23 PM,finsummary_554857.pdf (204.08 KB),08-Dec-2025,"INR 4,608,817",90.0,JUGAL TAKRI,08-Dec-2025 04:08 PM,AOCsummary.pdf (40.00 KB),Awarded,1,3145986,ANUP POWER INFRASTRUCTURE,23-Oct-2025 03:55 PM,Rejected-AOC,Awarded,08-Dec-2025 04:08 PM,1.0,3132928.0,M/S SHANTI POWER AND CONSTRUCTION,INR,"5,438,404",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,2025_OLIC_119009_9,03/2025-26,Installation and Energisation of Kauguda and Dhepaguda - I L.I.Project under Dasmantpur Block of Koraput District,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimator",JUGAL TAKRI,06-Dec-2025 01:24 PM,techsummary_554857.pdf (204.08 KB),AOC,1.0,ICICI BANK,"54,215",No,percentage,1.0%,Nil,Nil,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,03/2025-26,2025_OLIC_119009_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Installation and Energisation of Kauguda and Dhepaguda - I L.I.Project under Dasmantpur Block of Koraput District,Installation and Energisation of Kauguda and Dhepaguda - I L.I.Project under Dasmantpur Block of Koraput District,Please refer Tender documents. ,NA ,"54,21,500",Civil Works - Lift Irrigation Schemes,NA ,Tender,270.0,90.0,Koraput,764020.0,NA ,NA ,NA ,Koraput,No ,No,13-Oct-2025 10:00 AM,24-Oct-2025 11:00 AM,13-Oct-2025 10:00 AM,23-Oct-2025 05:00 PM,NA ,NA ,13-Oct-2025 10:00 AM,23-Oct-2025 05:00 PM,"11,800",0.0,Nil,Nil,No,E E L I Division Koraput,E E L I Division Koraput,1.0,Fee/PreQual/Technical/Finance,.pdf,"Detail Tender Call notice, PAN ,GST, Civil and Electrical Contractors Licence, Labour Licence,Experi",AOC
,,,,,,,,,,,,,,,,,,,2,3139691,BADAL PATTNAIK,22-Oct-2025 08:07 PM,Rejected-AOC,Awarded,08-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,3,3135080,CHANDAN NAYAK,20-Oct-2025 12:11 PM,Rejected-AOC,Awarded,08-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3144674,JAGADISH ENTERPRISES,23-Oct-2025 10:27 AM,Rejected-AOC,Awarded,08-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3139401,MANOJ KUMAR PANDA,21-Oct-2025 12:21 PM,Rejected-AOC,Awarded,08-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3132616,M/S ENGINEERS ENTERPRISES,17-Oct-2025 04:01 PM,Rejected-AOC,Awarded,08-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3136671,M/S MAHAMAYEE ENTERPRISES,20-Oct-2025 12:14 PM,Rejected-AOC,Awarded,08-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3136403,M/S. PADHI ELECTRICALS,21-Oct-2025 11:59 AM,Rejected-AOC,Awarded,08-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3132928,M/S SHANTI POWER AND CONSTRUCTION,18-Oct-2025 04:57 PM,Accepted-AOC,Awarded,08-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3143711,M/S U.S. QUALITY ENGINEERING WORKS,22-Oct-2025 07:12 PM,Rejected-AOC,Awarded,08-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
