S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Corrigundum,Date,,ST and SC Development Deptt||ITDA Baliguda,PA (ITDA)-BLG-3/25-26,2025_STSCD_115746_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,PA ITDA BALLIGUDA,PA ITDA BALLIGUDA,"49,790",Yes,fixed,,Nil,Nil,Construction of Double Storied Dormitory with Toilet at Kilakia Ashram School under K.Nuagam Block.,Construction of Double Storied Dormitory with Toilet at Kilakia Ashram School under K.Nuagam Block.,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,180.0,NA ,Kilakia Ashram School under K.Nuagam Block.,762103.0,NA ,NA ,NA ,ITDA BALLIGUDA,No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,19-Jul-2025 05:00 PM,06-Aug-2025 11:00 AM,19-Jul-2025 05:00 PM,05-Aug-2025 05:00 PM,NA ,NA ,19-Jul-2025 05:00 PM,05-Aug-2025 05:00 PM,28-Aug-2025 09:00 AM,AOC,ST and SC Development Deptt||ITDA Baliguda,2025_STSCD_115746_3,PA (ITDA)-BLG-3/25-26,Construction of Double Storied Dormitory with Toilet at Kilakia Ashram School under K.Nuagam Block.,Technical,Total Thirteen Bidders,Sudarsan Behera,25-Aug-2025 03:45 PM,technical_546505.pdf,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,09-Dec-2025 12:17 PM,finsummary_546505.pdf (44.84 KB),1.0,3021623.0,M/S PANI CONSTRUCTION,INR,"4,232,677.08",10-Dec-2025,"INR 4,979,034.33",180.0,Sudarsan Behera,11-Dec-2025 06:05 PM,3.pdf (346.00 KB),it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,1,3020156,AJIT MALLICK,01-Aug-2025 12:02 PM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,27-Aug-2025 08:00 PM,28-Aug-2025 09:00 AM,techsummary_546505.pdf (44.84 KB),Finance,Total Thirteen Bidders,Sudarsan Behera,09-Dec-2025 11:49 AM,finance_546505.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,2.0,Corrigundum,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3020415,ANIL KUMAR PRADHAN,01-Aug-2025 02:05 PM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3024362,BABAMANI SAHU,05-Aug-2025 12:19 PM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3017207,BHIKARI CHARAN PRADHAN,29-Jul-2025 09:39 PM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3022053,DAYANIDHI PRADHAN,03-Aug-2025 10:28 AM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3019148,FIDELSYS DEVELOPERS PRIVATE LIMITED,31-Jul-2025 01:05 PM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3011358,HIMANSU KUMAR DAS,24-Jul-2025 09:47 PM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3021623,M/S PANI CONSTRUCTION,02-Aug-2025 03:25 PM,Accepted-AOC,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner.,11-Dec-2025 06:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3022153,SACHIN KUMAR BEBARTTA,04-Aug-2025 11:39 AM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3020580,SAMBIT KUMAR SINGH,02-Aug-2025 08:42 AM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3024244,Sanjay Kumar Panda,05-Aug-2025 11:29 AM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3021660,SUDARSAN BEHERA,03-Aug-2025 04:20 PM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3024682,SUDARSHAN BEHERA,05-Aug-2025 03:24 PM,Rejected-Finance,it was put into lottery in presence of the bidders where M/S Pani Construction came as the winner,09-Dec-2025 12:17 PM,,,,,,,,,,,,,,AOC
