Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
29-Jul-2025 01:00 PM,13-Aug-2025 11:00 AM,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,NA ,NA ,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,11-Sep-2025 11:00 AM,PROJECT ADMINISTRATOR,"ITDA, SUNDARGARH",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"58,953",Yes,fixed,,Nil,Nil,Construction of twin staff quarters (4 Units Teaching) at Chhotbanga Girls High School under Lephripara Block,Construction of twin staff quarters (4 Units Teaching) at Chhotbanga Girls High School under Lephripara Block,AS PER DTCN ,NA ,"58,95,309",Civil Works - Buildings,NA ,Tender,90.0,270.0,Sundargarh,770001.0,NA ,NA ,NA ,"ITDA, SUNDARGARH",No ,No,1.0,Fee/PreQual/Technical,.pdf,"License, PAN Card, GSTIN, Affidavit, No Relation Certificate and other documents as per DTCH",ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-03/2025-2026,2025_STSCD_116082_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,COLLECTOR SUNDARGARH,Internal,"PA,ITDA,SUNDARGARH, EE, MI DIVISION, SUNDARGARH, AEE, ITDA, SUNDARGARH",LAXMAN SAHOO,05-Dec-2025 05:00 PM,finsummary_547382.pdf (518.14 KB),Technical,TECHNICAL DOCUMENT OPENED,Sudam Chandra Patel,24-Aug-2025 08:06 PM,,ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_116082_4,ITDASNG-03/2025-2026,Construction of twin staff quarters (4 Units Teaching) at Chhotbanga Girls High School under Lephripara Block,1.0,3022764.0,SADASHIBA SETH,INR,"5,011,603",1,3026565,BIKASH CHANDRA NAIK,07-Aug-2025 10:02 AM,Rejected-AOC,Disqualified,05-Dec-2025 05:07 PM,05-Dec-2025,"INR 5,011,602.53",270.0,LAXMAN SAHOO,05-Dec-2025 05:07 PM,TSQChhotbanga.pdf (556.00 KB),Finance,Tender Status,Sudam Chandra Patel,11-Sep-2025 12:16 PM,finance_547382.pdf,BOQ Comparative Chart,"Collector, Sundargarh",Internal,"SE, MI Division Sundargarh, AEE, ITDA, Sundargarh, PA, ITDA, Sundargarh",LAXMAN SAHOO,10-Sep-2025 10:03 PM,11-Sep-2025 11:00 AM,techsummary_547382.pdf (472.23 KB),AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3032858,BIKASH CHANDRA RAO,12-Aug-2025 12:08 PM,Rejected-AOC,Disqualified,05-Dec-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3029734,BIKRAM PATEL,10-Aug-2025 11:15 PM,Rejected-AOC,Disqualified,05-Dec-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3032441,KRUSHNA CHANDRA TANDIA,11-Aug-2025 09:46 PM,Rejected-AOC,Disqualified,05-Dec-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3026039,MARIYAM KISPOTTA,09-Aug-2025 06:58 PM,Rejected-AOC,Disqualified,05-Dec-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3022764,SADASHIBA SETH,04-Aug-2025 11:40 AM,Accepted-AOC,1st lowest in transparent lottery process,05-Dec-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3032527,SAHIL KUMAR RAY,12-Aug-2025 02:13 AM,Rejected-AOC,Disqualified,05-Dec-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3033659,SOMANATH SAHU,12-Aug-2025 04:47 PM,Rejected-AOC,Disqualified,05-Dec-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3032902,SUMAN KUMAR PATEL,12-Aug-2025 11:53 AM,Rejected-AOC,Disqualified,05-Dec-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3029488,SURAJ KUMAR NAIK,10-Aug-2025 01:54 PM,Rejected-AOC,Disqualified,05-Dec-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
