Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Kendrapara Irrigation Division,Internal,"Kendrapara, DAO Kendrapara Division, Kendrapara, Estimator, Kendrapara Irrigation Division, Kendrapara",Umesh Chandra Sethi,04-Jul-2025 07:33 PM,techsummary_540002.pdf (310.12 KB),29-Dec-2025,"INR 1,203,486",90.0,Umesh Chandra Sethi,09-Dec-2025 12:58 PM,WorkOrderKID04of25_26.pdf (520.00 KB),The work has been awarded to Sri Pradeep Patra,1,2933460,ABHAYA KUMAR DAS,29-May-2025 07:25 AM,Rejected-Finance,Not won in the transparent Lottery,04-Jul-2025 07:41 PM,1.0,2932307.0,Pradeep Patra,INR,"1,203,486",Finance,43 Nos Bidders Participated,Umesh Chandra Sethi,30-May-2025 05:45 PM,,BOQ Comparative Chart,Kendrapara Irrigation Division,Internal,"Kendrapara, DAO Kendrapara Division, Kendrapara, Estimator, Kendrapara Irrigation Division, Kendrapara",Umesh Chandra Sethi,04-Jul-2025 07:41 PM,finsummary_540002.pdf (428.41 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,2025_KIRRD_113584_3,e-Procurement Notice No.KID-01 of 2025-26,"KID-04 Bed Clearance of Koriapalla Minor, Thakurpatna Minor, Bilapokhariapada Minor and Kajalabandha S/M of Pattamundai Canal.",AOC,"14,200",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,"S.E, Kendrapara Irrigation Division, Kendrapara","S.E, Kendrapara Irrigation Division, Kendrapara-754211",19-May-2025 10:00 AM,30-May-2025 11:00 AM,19-May-2025 10:00 AM,29-May-2025 05:00 PM,19-May-2025 10:00 AM ,28-May-2025 05:00 PM ,19-May-2025 10:00 AM,29-May-2025 05:00 PM,"KID-04 Bed Clearance of Koriapalla Minor, Thakurpatna Minor, Bilapokhariapada Minor and Kajalabandha S/M of Pattamundai Canal.","Bed Clearance of Koriapalla Minor, Thakurpatna Minor, Bilapokhariapada Minor and Kajalabandha S/M of Pattamundai Canal.",Please refer Tender documents. ,NA ,"14,15,700",Civil Works - Others,NA ,Tender,90.0,90.0,Kendrapara,754211.0,NA ,NA ,NA ,"S.E, Kendrapara Irrigation Division, Kendrapara",No ,No,1.0,ICICI BANK,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,e-Procurement Notice No.KID-01 of 2025-26,2025_KIRRD_113584_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN",AOC
,,,,,,,,,,,,,2,2940172,AKSHAYA KUMAR BEHERA,29-May-2025 04:02 PM,Rejected-Finance,Not won in the transparent Lottery,04-Jul-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,3,2935441,AMIT KUMAR SWAIN,27-May-2025 04:50 PM,Rejected-Finance,Not won in the transparent Lottery,04-Jul-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2926886,Anirudha Panda,23-May-2025 10:45 AM,Rejected-Finance,Not won in the transparent Lottery,04-Jul-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2937061,ASHOK KUMAR MALLICK,28-May-2025 11:10 AM,Rejected-Finance,Not won in the transparent Lottery,04-Jul-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2936953,BALADEV PRADHAN,28-May-2025 10:41 AM,Rejected-Finance,Not won in the transparent Lottery,04-Jul-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2933269,BANISHREE SWAIN,26-May-2025 07:46 PM,Rejected-Finance,Not won in the transparent Lottery,04-Jul-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2940033,BISWA PRAKASH BEHERA,29-May-2025 01:31 PM,Rejected-Finance,Not won in the transparent Lottery,04-Jul-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2930457,CHITTA RANJAN NAYAK,25-May-2025 03:32 PM,Rejected-Finance,Not won in the transparent Lottery,04-Jul-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2930729,DILLIP KUMAR BARIK,26-May-2025 09:42 PM,Rejected-Finance,Not won in the transparent Lottery,04-Jul-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
