Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
12-Dec-2025,"INR 15,044,967",365.0,Bikram Keshari Malla,12-Dec-2025 11:38 AM,SUNDARGARH.pdf (82.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 11.12.2025,1.0,3106014.0,BHABANI SHANKAR PATEL,INR,"15,044,967",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_117944_19,12/OPHWC/2025-26,"Construction Of 6 Nos E Type Quarter At Town PS, Sundargarh",1,3109657,ANKIT AGRAWAL,04-Oct-2025 04:05 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,12-Dec-2025 11:34 AM,Technical,EIGHT BIDDER HAVE PARTICIAPTED,MONALISHA PADHY,06-Oct-2025 01:35 PM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,12-Dec-2025 11:34 AM,finsummary_552298.pdf (393.12 KB),Finance,Financial bid opened,LAXMIPRIYA NAYAK,06-Nov-2025 10:50 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,04-Nov-2025 06:21 PM,06-Nov-2025 10:30 AM,techsummary_552298.pdf (187.59 KB),AOC,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"1,77,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",12-Sep-2025 06:55 PM,06-Oct-2025 10:30 AM,12-Sep-2025 06:55 PM,04-Oct-2025 05:00 PM,NA ,NA ,12-Sep-2025 06:55 PM,04-Oct-2025 05:00 PM,06-Nov-2025 10:30 AM,Orissa State Police Housing and Welfare Corporation Ltd,12/OPHWC/2025-26,2025_OSPHW_117944_19,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,"Construction Of 6 Nos E Type Quarter At Town PS, Sundargarh",Building Work,Please refer Tender documents. ,NA ,"1,76,97,879",Civil Works - Buildings,NA ,Tender,90.0,365.0,Sundargarh,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC
,,,,,,,,,,,,,,,,2,3104147,ARIA INFRA PROJECTS PRIVATE LIMITED,02-Oct-2025 11:33 AM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,12-Dec-2025 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,3106014,BHABANI SHANKAR PATEL,04-Oct-2025 08:29 AM,Accepted-AOC,QUALIFIED BIDDER,12-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3109398,RIZWAN RAZA,04-Oct-2025 03:15 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,04-Nov-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3109784,SHIBA BADAIK,04-Oct-2025 04:42 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,04-Nov-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3109271,SUSHANTA KUMAR SUNA,04-Oct-2025 03:09 PM,Rejected-Finance,DUE TO L2 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,12-Dec-2025 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,3108966,TAPAS KUMAR JENA,04-Oct-2025 12:32 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,04-Nov-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,3108461,VISHAL AGRAWAL,04-Oct-2025 12:16 AM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,04-Nov-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
