Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Construction of Kumarpadar Check Dam near village Kumarpadar of Sadingia GP in Phiringia Block of Kandhamal district.,Construction of Sitkapati Check Dam near village Sitkapati of Phiringia GP in Phiringia Block of Kandhamal district.Construction of Kumarpadar Check Dam near village Kumarpadar of Sadingia GP in Phiringia Block of Kandhamal district.,Please refer Tender documents. ,NA ,"74,23,000",Civil Works - Others,Repair of MIP ,Tender,90.0,180.0,Phulbani,762001.0,NA ,NA ,NA ,O/o the S.E. MI Divn. Kandhamal,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Only Valid CDMS, GST, PAN, Reg certificate, No relation, Affidavits and no other documents.",1.0,ICICI BANK,04-Nov-2025 10:00 AM,13-Nov-2025 11:00 AM,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,NA ,NA ,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,22-Nov-2025 06:55 PM,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",BID IDENTIFICATION NO-09/2025-26,2025_CEMIB_120739_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"74,300",Yes,fixed,,Nil,Nil,S.E. MI Divn. Kandhamal,"O/o the S.E. MI Divn. Kandhamal, Phulbani","10,000",0.0,Nil,Nil,No,AOC,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,26-Dec-2025 08:43 PM,finsummary_561616.pdf (1050.43 KB),"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_120739_5,BID IDENTIFICATION NO-09/2025-26,Construction of Kumarpadar Check Dam near village Kumarpadar of Sadingia GP in Phiringia Block of Kandhamal district.,Technical,Bid opening summary,SURJYA NARAYANA PANIGRAHI,22-Nov-2025 05:14 PM,technical_561616.pdf,1.0,3213963.0,Surya Narayan Dalabehera,INR,"6,309,790",1,3214730,ANIL KUMAR PRADHAN,11-Nov-2025 07:02 PM,Rejected-AOC,Not qualified,26-Dec-2025 08:49 PM,26-Dec-2025,"INR 6,309,790",180.0,SURJYA NARAYANA PANIGRAHI,26-Dec-2025 08:49 PM,5Kumarpadar.pdf (604.00 KB),AOC,Finance,Bid opening summary,SURJYA NARAYANA PANIGRAHI,26-Dec-2025 01:25 PM,finance_561616.pdf,BOQ Comparative Chart,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,22-Nov-2025 05:25 PM,22-Nov-2025 06:55 PM,techsummary_561616.pdf (1050.43 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3205256,ANIRUDDHA SAHOO,10-Nov-2025 10:25 AM,Rejected-AOC,Not qualified,26-Dec-2025 08:49 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3213171,Ashok kumar jena,12-Nov-2025 06:53 AM,Rejected-AOC,Not qualified,26-Dec-2025 08:49 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3215876,BIKASH CHANDRA DIHUDI,12-Nov-2025 08:12 AM,Rejected-AOC,Not qualified,26-Dec-2025 08:49 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3211551,BIPLAB KESHARI SWAIN,11-Nov-2025 11:13 AM,Rejected-AOC,Not qualified,26-Dec-2025 08:49 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3212267,Biren Kumar Pradhan,11-Nov-2025 12:44 PM,Rejected-AOC,Not qualified,26-Dec-2025 08:49 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3194184,BISWAJEET PATTANAYAK,07-Nov-2025 06:08 PM,Rejected-AOC,Not qualified,26-Dec-2025 08:49 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3213709,BISWAJIT PRADHAN,11-Nov-2025 03:47 PM,Rejected-AOC,Not qualified,26-Dec-2025 08:49 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3210836,BISWAJIT SAHU,11-Nov-2025 07:02 AM,Rejected-AOC,Not qualified,26-Dec-2025 08:49 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3185914,DEBASISH MOHANTY,11-Nov-2025 11:21 PM,Rejected-AOC,Not qualified,26-Dec-2025 08:49 PM,,,,,,,,,,,,,,,,,,,,,AOC
