Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,CS,Rinku Nahak,24-Dec-2025 08:41 PM,finance_544272.pdf,BOQ Comparative Chart,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Sunabeda Estimator R.W. Circle Sunabeda",Sushama Bhoi,22-Sep-2025 10:32 PM,26-Sep-2025 11:00 AM,techsummary_544272.pdf (1445.99 KB),24-Dec-2025,"INR 16,869,198.48",270.0,Rinku Nahak,24-Dec-2025 08:56 PM,AOCRAIPAHAD.pdf (224.00 KB),"Award of contract to Sri Ankit Kumar Agrawal, A Class Engineering Contractor through transparency lottery system.",1,2986338,Ankit Kumar Agrawal,03-Jul-2025 09:47 AM,Accepted-AOC,Award of contract to Ankit Kumar Agrawal through transparency lottery system.,24-Dec-2025 08:56 PM,1.0,2986338.0,Ankit Kumar Agrawal,INR,"14,340,505.63","Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Sunabeda Estimator R.W. Circle Sunabeda and P.A. to CCE",Rinku Nahak,24-Dec-2025 08:49 PM,finsummary_544272.pdf (1210.22 KB),CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_114819_3,CCERWCSBD Online - 05/2025-26,Construction of road from PMGSY Road to Raipahada of Golur GP under DMF in the District of Koraput for the year 2023-24 (Road Connectivity Sector).,Technical,bidders name,Sushama Bhoi,22-Sep-2025 10:25 PM,technical_544272.pdf,AOC,"1,69,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online - 05/2025-26,2025_CERWI_114819_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,24-Jun-2025 06:00 PM,04-Jul-2025 11:00 AM,24-Jun-2025 06:00 PM,03-Jul-2025 05:00 PM,24-Jun-2025 06:00 PM ,02-Jul-2025 02:00 PM ,24-Jun-2025 06:00 PM,03-Jul-2025 05:00 PM,26-Sep-2025 11:00 AM,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",1.0,CORRIGENDUM,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate","10,000",0.0,Nil,Nil,No,Construction of road from PMGSY Road to Raipahada of Golur GP under DMF in the District of Koraput for the year 2023-24 (Road Connectivity Sector).,Construction of road from PMGSY Road to Raipahada of Golur GP under DMF in the District of Koraput for the year 2023-24 (Road Connectivity Sector).,N.A. ,NA ,"1,68,69,000",Civil Works - Roads,NA ,Tender,90.0,270.0,SUNABEDA,763001.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,2,2982673,Banoj kumar patra,03-Jul-2025 10:14 AM,Rejected-AOC,REJECT,24-Dec-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2987543,CHETAN BISOI,03-Jul-2025 12:56 PM,Rejected-AOC,REJECT,24-Dec-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2984978,GOURA CHANDRA ACHARYA,02-Jul-2025 08:07 PM,Rejected-AOC,REJECT,24-Dec-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2987218,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,03-Jul-2025 11:30 AM,Rejected-AOC,REJECT,24-Dec-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2987806,NIRANJAN BIDIKA,03-Jul-2025 04:33 PM,Rejected-AOC,REJECT,24-Dec-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2987340,OM PRAKASH SINGH,03-Jul-2025 04:03 PM,Rejected-AOC,REJECT,24-Dec-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2986839,PRATAP SINGH,02-Jul-2025 06:10 PM,Rejected-AOC,REJECT,24-Dec-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2987210,SANTOSH KUMAR ROUT,03-Jul-2025 01:09 PM,Rejected-AOC,REJECT,24-Dec-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2985082,SAUMYA SHREE MISHRA,02-Jul-2025 08:28 PM,Rejected-AOC,REJECT,24-Dec-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
