Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"2,545",Yes,percentage,1.0%,Nil,Nil,Executive Officer,Executive Officer N.A.C.Kamakhyanagar,Municipal Bodies||Kamakhyanagar NAC,KNR-NAC-03/2025-26,2025_ORULB_121077_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,11-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,11-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,11-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,Construction of Boundary wall of Bayathakurani Sana Indipur in Ward No-01 at Kamakhyanagar NAC,Construction of Boundary wall of Bayathakurani Sana Indipur in Ward No-01 at Kamakhyanagar NAC,Please refer Tender documents. ,NA ,"2,54,471",Civil Works - Others,NA ,Tender,60.0,30.0,Kamakhyanagar,759018.0,NA ,NA ,NA ,Kamakhyanagar NAC,No ,No,1.0,ICICI BANK,AOC,29-Dec-2025,"INR 216,297.29",30.0,Pradata Sahoo,29-Dec-2025 01:46 PM,8.pdf (345.00 KB),DUE TO L1 IN LOTERY,1,3230345,ASHOK KUMAR SETHY,16-Nov-2025 10:09 PM,Rejected-Finance,Not L1 in Lottery,29-Dec-2025 01:38 PM,EO,Internal,"EO, AE, JE, DA",Pradata Sahoo,18-Dec-2025 01:22 PM,techsummary_563268.pdf (344.64 KB),EO,Internal,"EO, AE, JE, DA",Pradata Sahoo,29-Dec-2025 01:38 PM,finsummary_563268.pdf (344.64 KB),Municipal Bodies||Kamakhyanagar NAC,2025_ORULB_121077_8,KNR-NAC-03/2025-26,Construction of Boundary wall of Bayathakurani Sana Indipur in Ward No-01 at Kamakhyanagar NAC,1.0,3236766.0,SUMITRA SAHOO,INR,"216,297.29",Finance,OPENING SUCESSFULLY,Ranjulata Das,21-Nov-2025 01:54 PM,,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,2,3231848,BIRAJA PRASAD SASMAL,18-Nov-2025 05:19 PM,Rejected-Finance,Not L1 in Lottery,29-Dec-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3240563,Dharmendra Das,20-Nov-2025 11:12 AM,Rejected-Finance,Not L1 in Lottery,29-Dec-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3234154,JAJNESWAR NAIK,19-Nov-2025 09:34 PM,Rejected-Finance,Not L1 in Lottery,29-Dec-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3234103,MANASA RANJAN KHATUA,17-Nov-2025 11:37 PM,Rejected-Finance,Not L1 in Lottery,29-Dec-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3236812,NETRANANDA SAHOO,19-Nov-2025 08:25 AM,Rejected-Finance,Not L1 in Lottery,29-Dec-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3238541,NIRUPAMA ROUL,20-Nov-2025 08:09 AM,Rejected-Finance,Not L1 in Lottery,29-Dec-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3242400,Rashmi Ranjan Behera,20-Nov-2025 04:56 PM,Rejected-Finance,Not L1 in Lottery,29-Dec-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3242114,RASHMITA ROUT,20-Nov-2025 03:53 PM,Rejected-Finance,Not L1 in Lottery,29-Dec-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3241559,SABITRI SAHOO,20-Nov-2025 02:04 PM,Rejected-Finance,Not L1 in Lottery,29-Dec-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
