Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,1.0,ICICI BANK,"19,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Contractor License, T.P., E.M.D. copy, PAN, GST, Affidavit and other relevant documents as per DTCN",04-Jan-2025 12:00 PM,21-Jan-2025 11:00 AM,04-Jan-2025 12:00 PM,20-Jan-2025 05:00 PM,NA ,NA ,04-Jan-2025 12:00 PM,20-Jan-2025 05:00 PM,17-Mar-2025 06:00 PM,1.0,Online submission of Bid Closing date and Opening date has been rescheduled,Date,,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Brajrajnagar Municipality,BRJNRM-05/2024-25,2025_ORULB_108954_32,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Vending zone at Daily Market in W.No.10.,Vending zone,Please refer Tender documents ,NA ,"19,80,000",Civil Works - Buildings,NA ,Tender,90.0,90.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,AOC,Finance,ok,Chandramani Swain,19-Mar-2025 12:35 PM,finance_523233.pdf,BOQ Comparative Chart,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,17-Mar-2025 04:33 PM,17-Mar-2025 06:00 PM,techsummary_523233.pdf (153.97 KB),Technical,ok,Chandramani Swain,10-Mar-2025 12:34 PM,technical_523233.pdf,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Junior Engineer, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,16-Dec-2025 04:50 PM,finsummary_523233.pdf (2765.43 KB),16-Dec-2025,"INR 1,980,000",90.0,Chandramani Swain,16-Dec-2025 04:53 PM,Proceeding.pdf (2765.00 KB),1.0,2763802.0,SOURAV TANTY,INR,"1,634,506.89",Municipal Bodies||Brajrajnagar Municipality,2025_ORULB_108954_32,BRJNRM-05/2024-25,Construction of Vending zone at Daily Market in W.No.10.,1,2764140,JAI MAA RAM CHANDI TRADERS,19-Jan-2025 08:28 AM,Rejected-AOC,Rejected,16-Dec-2025 04:53 PM,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2745857,RAKESH BARLA,13-Jan-2025 09:04 AM,Rejected-AOC,Rejected,16-Dec-2025 04:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2763802,SOURAV TANTY,18-Jan-2025 09:58 PM,Accepted-AOC,Accepted,16-Dec-2025 04:53 PM,AOC
