Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,2789149,Biswaprakash Behera,30-Jan-2025 01:14 PM,Rejected-Technical,Does not satisfy the minimum qualifying criteria as per DTCN,28-Jul-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,2786177,CHINMAYA DEBASIS MOHAPATRA,29-Jan-2025 12:51 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,2788428,JITENDRA KUMAR PARIDA,30-Jan-2025 09:23 AM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,2789215,KASHIKANCHAN PVT LTD,30-Jan-2025 02:53 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,2786688,LAXMINARAYAN MALLICK,29-Jan-2025 03:14 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,2787969,MANAS RANJAN PANDA,30-Jan-2025 04:14 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,2788796,MRD INFRACON,30-Jan-2025 12:07 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18,2788050,M/S B.B CONSTRUCTION,29-Jan-2025 11:57 PM,Rejected-Technical,Does not satisfy the minimum qualifying criteria as per DTCN,28-Jul-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19,2771656,M/S GOURAV CONTRUCTION,28-Jan-2025 11:47 AM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20,2777250,M/S SARAT CHANDRA SAHOO,29-Jan-2025 07:46 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21,2784551,MS SRS CONSTRUCTION,30-Jan-2025 12:24 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22,2787826,NIHAR RANJAN SAHOO,29-Jan-2025 10:08 PM,Rejected-Technical,Does not satisfy the minimum qualifying criteria as per DTCN,28-Jul-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23,2787900,NIRAKAR SAMAL,29-Jan-2025 09:44 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24,2789551,PADMALAYA INFRASTRUCTURE PVT. LTD.,30-Jan-2025 03:02 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25,2789387,Prakash Chandra Sahoo,30-Jan-2025 02:38 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26,2784916,RAJESH KUMAR MOHAPATRA,28-Jan-2025 08:40 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27,2789610,RASMIRANJAN DAS,30-Jan-2025 03:16 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28,2788124,SAMBIT KUMAR LENKA,30-Jan-2025 02:56 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29,2788956,SAMIR KUMAR LENKA,30-Jan-2025 03:35 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30,2789143,SANDEEP KUMAR DAS,30-Jan-2025 01:26 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31,2787685,SANUJA KUMAR DAS,29-Jan-2025 08:31 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32,2789709,SHANTILATA KHUNTIA,30-Jan-2025 03:47 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33,2773573,SIBA PRASAD PARIDA,29-Jan-2025 09:38 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34,2762752,SRIJAGANNATH CONSTRUCTION,25-Jan-2025 04:14 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,35,2768188,SRI JITENDRA KUMAR NAYAK,23-Jan-2025 09:24 AM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,36,2789907,Subash Chandra Mohanty,30-Jan-2025 04:46 PM,Rejected-Technical,Does not satisfy the minimum qualifying criteria as per DTCN,28-Jul-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,37,2788361,SUBHAM PANKAJ SAMANTRAY,30-Jan-2025 09:16 AM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,38,2760631,SUNIMA LENKA,21-Jan-2025 06:37 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,39,2789976,Sushree Sangita Behera,30-Jan-2025 04:45 PM,Rejected-Technical,Does not satisfy the minimum qualifying criteria as per DTCN,28-Jul-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,40,2789641,TAPAS KUMAR BEHURA,30-Jan-2025 03:33 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,41,2787656,TARINI CONDEV PRIVATE LIMITED,29-Jan-2025 08:09 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,42,2789901,Tarini Prasad Barik,30-Jan-2025 04:32 PM,Rejected-Technical,Does not satisfy the minimum qualifying criteria as per DTCN,28-Jul-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,43,2789239,TUSHAR RANJAN MOHANTY,30-Jan-2025 02:31 PM,Accepted-AOC,Won the lottery,09-Dec-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,44,2788615,ULASH CHANDRA BISWAL,30-Jan-2025 12:09 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
