Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Additional Chief Engineer,"O/o Additional Chief Engineer, EC II, Chandikhole",1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, RC","ACE, EC-II JPD 14 of 2024-25 Protection to scoured bank on Baitarani left from Bandalo to Jhuntana.",Bank protection work,Please refer Tender documents. ,NA ,"7,87,60,032",Civil Works - Others,NA ,Tender,90.0,365.0,Akhuapada,756122.0,NA ,NA ,NA ,"O/o Additional Chief Engineer, EC II, Chandikhole",No ,No,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,"e Procurement Notice No.ACE, EC-II 05 of 2024-25",2025_ECCHA_109443_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"7,87,600",Yes,fixed,,Nil,Nil,16-Jan-2025 10:00 AM,31-Jan-2025 11:30 AM,16-Jan-2025 10:00 AM,30-Jan-2025 05:00 PM,16-Jan-2025 10:00 AM ,22-Jan-2025 05:00 PM ,16-Jan-2025 10:00 AM,30-Jan-2025 05:00 PM,28-Jul-2025 03:45 PM,"10,000",Nil,Nil,No,AOC,09-Dec-2025,"INR 66,953,903.59",365.0,PRANAB KUMAR NAYAK,09-Dec-2025 04:46 PM,JPD14.pdf (471.00 KB),Contract Awarded,1,2789455,ABHILASH BISWAL,30-Jan-2025 02:30 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,"Engineer-in-Chief, Procurement",Internal,"Chief Engineer Procurement, Chief Engineer Survey and Investigation, Chief Engineer Designs, Chief Engineer and BM MBBS Chandikhole, FA and CAO office of the EIC WR, Director Procurement I",PRANAB KUMAR NAYAK,28-Jul-2025 03:32 PM,28-Jul-2025 03:45 PM,techsummary_525820.pdf (10056.07 KB),Finance,Financial bid document of 36 (Thirty six) Nos. of bidders have been downloaded successfully.,Antaryami Mohanty,28-Jul-2025 04:09 PM,,BOQ Comparative Chart,Technical,Uploaded technical bid documents of all the bidders have been downloaded successfully.,Sarat Chandra Ghadei,31-Jan-2025 12:27 PM,technical_525820.pdf,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,2025_ECCHA_109443_2,"e Procurement Notice No.ACE, EC-II 05 of 2024-25","ACE, EC-II JPD 14 of 2024-25 Protection to scoured bank on Baitarani left from Bandalo to Jhuntana.","Additional Chief Engineer, Eastern Circle II Chandikhole",Internal,"Asst to ACE, Eastern Circle II Chandikhole, SE, Estimator and DAO Jajpur Irrigation Division",PRANAB KUMAR NAYAK,23-Nov-2025 12:21 AM,finsummary_525820.pdf (1655.07 KB),1.0,2789239.0,TUSHAR RANJAN MOHANTY,INR,"66,953,903.59",AOC
,,,,.pdf,"Affidavit, No Relation Certificate, undertakings, any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2788321,Abhilash Patra,30-Jan-2025 08:16 AM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2788678,AMRITA DAS,30-Jan-2025 11:34 AM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2785111,ANANTA PRASAD MALIK,29-Jan-2025 06:44 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2788139,Ashish Kumar Kar,30-Jan-2025 10:22 AM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2789644,BHOOMEE CONDEV PRIVATE LIMITED,30-Jan-2025 03:34 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2779368,BIBHU RANJAN PARIDA,26-Jan-2025 10:18 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2788276,BIDYA SAGAR RAY,30-Jan-2025 07:28 AM,Rejected-Technical,Does not satisfy the minimum qualifying criteria as per DTCN,28-Jul-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2785657,BIJOY KUMAR ROUT,30-Jan-2025 03:47 PM,Rejected-Finance,Did not win the lottery,23-Nov-2025 12:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2778938,BISWAJIT MOHAPATRA,28-Jan-2025 07:58 PM,Rejected-Technical,Does not satisfy the minimum qualifying criteria as per DTCN,28-Jul-2025 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
