Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,14/OPHWC/2025-26,2025_OSPHW_118639_14,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"1,79,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","Constn. of 6 Nos. E Type Qtrs. at Jhumpura PS, Keonjhar",Building Work,Please refer Tender documents. ,NA ,"1,79,13,652",Civil Works - Buildings,NA ,Tender,90.0,365.0,Keonjhar,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,ICICI BANK,26-Sep-2025 06:55 PM,20-Oct-2025 10:30 AM,26-Sep-2025 06:55 PM,18-Oct-2025 05:00 PM,NA ,NA ,26-Sep-2025 06:55 PM,18-Oct-2025 05:00 PM,20-Nov-2025 10:30 AM,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,AOC,Technical,3 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,22-Oct-2025 05:41 PM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,16-Dec-2025 03:31 PM,finsummary_554072.pdf (360.03 KB),Finance,Financial bid opened,LAXMIPRIYA NAYAK,20-Nov-2025 11:11 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,19-Nov-2025 06:50 PM,20-Nov-2025 10:30 AM,techsummary_554072.pdf (309.50 KB),16-Dec-2025,"INR 16,124,078",365.0,Bikram Keshari Malla,16-Dec-2025 03:34 PM,JHUMPURA.pdf (81.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 15.12.2025,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_118639_14,14/OPHWC/2025-26,"Constn. of 6 Nos. E Type Qtrs. at Jhumpura PS, Keonjhar",1.0,3134228.0,DEEPAK KUMAR JENA,INR,"16,124,078",1,3134228,DEEPAK KUMAR JENA,18-Oct-2025 01:39 PM,Accepted-AOC,QUALIFIED BIDDER,16-Dec-2025 03:34 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3134671,RATNAKAR NAIK,18-Oct-2025 03:22 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,16-Dec-2025 03:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3134791,SUSANTA KUMAR SAHOO,18-Oct-2025 04:13 PM,Rejected-Finance,DUE TO L1 BIDDER BUT SC BIDDER GET WORK,16-Dec-2025 03:31 PM,AOC
