Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3262615,ARUN PRADHAN,28-Nov-2025 11:16 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3265792,ASHOK KUMAR PADHAN,29-Nov-2025 11:54 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3266149,ASHUTOSH MEHER,29-Nov-2025 01:13 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3261549,ASWINI KUMAR SAHU,28-Nov-2025 09:16 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3265017,BABULAL SAHU,29-Nov-2025 09:46 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3258181,Bhawani Sankar Harpal,29-Nov-2025 05:12 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3261108,BHAWANI SANKAR PANDA,29-Nov-2025 04:13 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3247423,Bhojraj Rana,29-Nov-2025 09:37 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3264254,BIBHUTI PRASAD RANA,29-Nov-2025 08:42 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3266088,Bikash Chandra Panigrahi,29-Nov-2025 04:50 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3265507,BIKASH KUMAR AGRAWAL,29-Nov-2025 10:32 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3258223,BIKASH RANJAN BABU,28-Nov-2025 02:40 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3266810,BISAM NANDA,29-Nov-2025 05:08 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3265008,CHANDAN TANDI,29-Nov-2025 11:34 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3255284,CH SUBASH CHANDRA PATRO,29-Nov-2025 04:19 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3266400,GANESH NAIK,29-Nov-2025 03:44 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3263167,GITANJALI MEHER,28-Nov-2025 10:43 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3262374,GITANJALI PADHAN,29-Nov-2025 09:31 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3266169,HARAPRASAD SAHU,29-Nov-2025 02:27 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3264945,Jitendra Kumar Naik,29-Nov-2025 08:41 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3264749,Jituraj Naik,29-Nov-2025 02:12 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3246940,KANDURU NAIK,27-Nov-2025 08:50 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3253420,KANHU CHARAN MANDAL,27-Nov-2025 03:19 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3266832,KAPINDRA RANA,29-Nov-2025 04:35 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3264174,KHIRASINDHU MAJHI,29-Nov-2025 10:00 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3246898,KSHETRA SENAPATI,27-Nov-2025 02:11 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3259775,LAXMIDHAR CHANDI,29-Nov-2025 10:30 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3255302,Madan Nayak,27-Nov-2025 08:41 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3261668,MANIKYA JYOTI PANDA,29-Nov-2025 03:55 PM,Accepted-AOC,AOC issued to Sri Panda,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3261211,MANOJ KUMAR NAYAK,29-Nov-2025 05:25 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3266780,M/S SHREE SHYAM REALCON,29-Nov-2025 04:11 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3260212,NIHAR RANJAN PANDIA,28-Nov-2025 11:14 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3243950,NIKITA BEHERA,26-Nov-2025 11:31 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3266639,NILACHALA MAHANANDA,29-Nov-2025 05:02 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3262496,Omprasad Sahu,29-Nov-2025 10:30 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3265526,PRADEEP KUMAR NAIK,29-Nov-2025 01:24 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3265332,PRADEEPTA KUMAR TRIPATHY,29-Nov-2025 10:37 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3253719,Prakash Chandra Naik,25-Nov-2025 07:10 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3265237,PRAMEET KUMAR RATH,29-Nov-2025 09:52 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3246481,PRASANNA SETHI,29-Nov-2025 12:23 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3261643,RAKESH KUMAR CHOUDHURY,29-Nov-2025 12:43 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3265381,Rasmita Pattnaik,29-Nov-2025 09:16 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3255406,ROHAN KUMAR NAG,29-Nov-2025 04:48 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3259465,SANJEEB KUMAR AGRAWAL,28-Nov-2025 06:41 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3261740,SANJIB KUMAR HOTA,27-Nov-2025 10:54 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3266536,SATISH CHANDRA SAHOO,29-Nov-2025 03:02 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3254060,SITESH KUMAR NAHAK,26-Nov-2025 07:59 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3248607,SOURAV KUMAR AGRAWAL,29-Nov-2025 02:09 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 07:01 PM,,,,,,,,,,,,,,AOC
