EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"24,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD ONLINE 02-2025-26,2025_CERWI_119292_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,10-Oct-2025 06:00 PM,23-Oct-2025 11:00 AM,10-Oct-2025 06:00 PM,22-Oct-2025 05:00 PM,10-Oct-2025 06:00 PM ,20-Oct-2025 05:00 PM ,10-Oct-2025 06:00 PM,22-Oct-2025 05:00 PM,"PWD Road to Girliput_Road_Pothole repair, SDBC_0/000 to 1/500","PWD Road to Girliput_Road_Pothole repair, SDBC_0/000 to 1/500",NA ,NA ,"23,92,973",Civil Works - Roads,NA ,Tender,90.0,60.0,Sunabeda,763001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, SUNABEDA",No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Superintending Engineer,"RURAL WORKS DIVISION, SUNABEDA",AOC,Superintending Engineer,Internal,,Avijit Barik,03-Nov-2025 04:06 PM,finsummary_555375.pdf (422.97 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2025_CERWI_119292_1,SERWSBD ONLINE 02-2025-26,"PWD Road to Girliput_Road_Pothole repair, SDBC_0/000 to 1/500",1.0,3140272.0,LIPUN PRADHAN,INR,"2,034,266",Finance,Bid opening,Avijit Barik,03-Nov-2025 02:11 PM,finance_555375.pdf,BOQ Comparative Chart,10-Nov-2025,"INR 2,034,266",60.0,Avijit Barik,05-Dec-2025 04:53 PM,Girliput.pdf (770.00 KB),1,3135260,ASUTOSH PATRA,19-Oct-2025 05:13 PM,Rejected-AOC,Not qualified,05-Dec-2025 04:53 PM,Superintending Engineer,Internal,,Avijit Barik,03-Nov-2025 03:59 PM,techsummary_555375.pdf (571.35 KB),AOC
,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3141059,BABULI KUMAR SIYA,21-Oct-2025 08:52 PM,Rejected-AOC,Not qualified,05-Dec-2025 04:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3129704,Balaram Subuddhi,15-Oct-2025 05:29 PM,Rejected-AOC,Not qualified,05-Dec-2025 04:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3131705,Banoj kumar patra,17-Oct-2025 07:08 PM,Rejected-AOC,Not qualified,05-Dec-2025 04:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3141749,BHASKAR BIDIKA,22-Oct-2025 10:44 AM,Rejected-AOC,Not qualified,05-Dec-2025 04:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3140165,CHINTAMANI BISOI,21-Oct-2025 04:01 PM,Rejected-AOC,Not qualified,05-Dec-2025 04:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3143158,Dash Jani,22-Oct-2025 03:38 PM,Rejected-AOC,Not qualified,05-Dec-2025 04:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3140458,DILIP KUMAR NAYAK,21-Oct-2025 05:48 PM,Rejected-AOC,Not qualified,05-Dec-2025 04:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3133021,DILIP KUMAR PRADHAN,21-Oct-2025 07:19 PM,Rejected-AOC,Not qualified,05-Dec-2025 04:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3134065,HADU TURUK (S.C),18-Oct-2025 12:10 PM,Rejected-AOC,Not qualified,05-Dec-2025 04:53 PM,,,,,,,AOC
